;Numer.......................................wpisu;ImiÍ.i.nazwisko.lub.nazwa.inwestora;Data.wpisu;Adres;Rodzaj;opis;typ;Data.wniosku;Nr...............wniosku;Nr...............decyzji;Data.decyzji;Rok.wniosku;Miesiπc.wniosku;data;Czas.rozpatrzenia;lon;lat
5624;2476;;2010-09-29;Wandy 4;bud.o trzech i wiÍcej mieszkaniach;montaø instal.ciep≥ej wody i cyrkulacji oraz remont instal.;przebudowa;2010-08-09;26585/10;paü-01;2010-09-29;2010;8;2010-08-01;38;17,011854;51,0874929
5625;2477;;2010-09-29;Pi≥sudskiego JÛzefa Mar.;drogi kolejowe na obszarach miejskich;przebudowa rozjazdÛw tramwajowych w wÍøle rozjazdowym ulicy;przebudowa;2010-09-14;30758/10;paü-02;2010-09-29;2010;9;2010-09-01;12;17,0385376;51,1078852
5626;2478;;2010-09-29;Lniana 21;bud.o trzech i wiÍcej mieszkaniach;wew.instalacja gazu;inst.wewnÍtrzna;2010-09-16;31193/10;paü-03;2010-09-29;2010;9;2010-09-01;10;17,0443094;51,0899949
5627;2479;;2010-09-29;Boles≥awiecka;rurociπgi gazu sieci rozdzielczej;przy≥πcze gazu;przy≥πcze;2010-08-27;28829/10;paü-04;2010-09-29;2010;8;2010-08-01;24;17,0009829;51,1147652
5628;2480;;2010-09-29;KamieÒskiego Henryka Micha≥a;bud.mieszkalne jednorodzinne;budowa domu mieszkal.jednorodz.wraz ze zbior.bezodp≥yw.;nowe;2010-07-28;25259/10;paü-05;2010-09-29;2010;7;2010-07-01;46;17,0435725;51,1520657
5629;2481;;2010-09-29;Nowosπdecka 16;bud.mieszkalne jednorodzinne;zjazdu z drogi publicznej;nowe;2010-09-15;31037/10;paü-06;2010-09-29;2010;9;2010-09-01;11;16,886695;51,136623
5630;2482;;2010-09-29;KleciÒska;;noúnika reklamowego wolno stojπcego;reklama;2010-09-23;32002/10;paü-07;2010-09-29;2010;9;2010-09-01;5;16,9716544;51,1039481
5631;2483;;2010-09-29;Dubois Stanis≥awa 6;bud.o trzech i wiÍcej mieszkaniach;wew.instalacja gazu;inst.wewnÍtrzna;2010-08-17;27630/10;paü-08;2010-09-29;2010;8;2010-08-01;32;17,0327111;51,1169685
5632;2484;;2010-09-29;Nowowiejska 72;bud.o trzech i wiÍcej mieszkaniach;wew.instalacja gazu;inst.wewnÍtrzna;2010-08-31;29248/10;paü-09;2010-09-29;2010;8;2010-08-01;22;17,0542209;51,121404
5633;2485;;2010-09-29;S≥owiaÒska 8;bud.o trzech i wiÍcej mieszkaniach;wew.instalacja gazu;inst.wewnÍtrzna;2010-08-24;28305/10;paü-10;2010-09-29;2010;8;2010-08-01;27;17,0393645;51,1234977
5634;2486;;2010-09-29;Smoluchowskiego Mariana 23;bud.szkÛ≥ i instytucji badawczych;remont i przebudowa laboratorium chemicznego nr 205 ;przebudowa;2010-08-03;26005/10;paü-11;2010-09-29;2010;8;2010-08-01;42;17,0639849;51,108007
5635;2487;;2010-09-29;Rejtana Tadeusza 6;bud.o trzech i wiÍcej mieszkaniach;przebudowa lokalu mieszkalnego;przebudowa;2010-08-24;28481/10;paü-12;2010-09-29;2010;8;2010-08-01;27;17,0350277;51,1010078
5636;2488;;2010-09-29;Kurkowa 26;bud.o trzech i wiÍcej mieszkaniach;montaz wew.instal.gaz.w lokalu mieszkal.;inst.wewnÍtrzna;2010-08-30;28996/10;paü-13;2010-09-29;2010;8;2010-08-01;23;17,028161;51,120053
5637;2489;;2010-09-29;Malarska 25;bud.o trzech i wiÍcej mieszkaniach;przebudowa wew.instal.gaz.w lokalu us≥ug.;inst.wewnÍtrzna;2010-07-20;24282/10;paü-14;2010-09-29;2010;7;2010-07-01;52;17,031021;51,112359
5638;2490;;2010-09-29;Konstytucji 3 Maja Plac 8;bud.o trzech i wiÍcej mieszkaniach;montaø wew.instal.gaz.w lokalu mieszkal.;inst.wewnÍtrzna;2010-08-05;26296/10;paü-15;2010-09-29;2010;8;2010-08-01;40;17,0397923;51,0999534
5639;2491;;2010-09-30;Stanis≥awowska 79;bud.o trzech i wiÍcej mieszkaniach;umorzenie post.;inst.wewnÍtrzna;2010-08-06;26389/10;299/10;2010-09-30;2010;8;2010-08-01;40;16,944039;51,0984739
5640;2492;;2010-09-30;O≥awska;;umorzenie post.;;2010-09-03;29676/10;300/10;2010-09-30;2010;9;2010-09-01;20;17,0371993;51,1080264
5641;2493;;2010-09-30;Grawerska 17B;bud.mieszkalne jednorodzinne;umorzenie post.;nowe;2010-07-30;25484/10;301/10;2010-09-30;2010;7;2010-07-01;45;17,0138809;51,1753129
5642;2494;;2010-09-30;Øeromskiego Stefana 23;bud.o trzech i wiÍcej mieszkaniach;budowa pionu wodno-kanalizacyj.w budynku mieszkal.;inst.wewnÍtrzna;2010-08-23;28285/10;paü-16;2010-09-30;2010;8;2010-08-01;29;17,0473133;51,1217578
5643;2495;;2010-09-30;åredzka 32-36;bud.handlowo-uslugowe;przebudowa dyskontu spozywczego;przebudowa;2010-09-15;30986/10;paü-17;2010-09-30;2010;9;2010-09-01;12;16,8666757;51,1462022
5644;2496;;2010-09-30;Ruska 58,59;bud.handlowo-uslugowe;przebudowa lokalu gastronomicznego w budynku;przebudowa;2010-07-22;24641/10;paü-18;2010-09-30;2010;7;2010-07-01;51;17,0273235;51,1100536
5645;2497;;2010-09-30;Oleúnicka 21;bud.o trzech i wiÍcej mieszkaniach;przebudow amieszkania w bud.;przebudowa;2010-08-11;26858/10;paü-19;2010-09-30;2010;8;2010-08-01;37;17,045596;51,1208539
5646;2498;;2010-09-30;OdkrywcÛw 1/3;bud.o trzech i wiÍcej mieszkaniach;montaz wew.instal.gaz. w lokalu mieszkal.;inst.wewnÍtrzna;2010-08-30;28997/10;paü-20;2010-09-30;2010;8;2010-08-01;24;16,985587;51,091187
5647;2499;;2010-09-30;Kusztelana Stanis≥awa 4;bud.mieszkalne jednorodzinne;rozbudowa budynku mieszkal.jednorodz.;przebudowa;2010-07-09;22840/10;paü-21;2010-09-30;2010;7;2010-07-01;60;17,0005922;51,0765247
5648;2500;;2010-09-30;Henryka Probusa 2;bud.mieszkalne jednorodzinne;przebudowa wew.instal.gaz.w lok.mieszkal.;inst.wewnÍtrzna;2010-09-17;31220/10;paü-22;2010-09-30;2010;9;2010-09-01;10;17,0372131;51,118669
5649;2501;;2010-09-30;Nowowiejska 87;bud.o trzech i wiÍcej mieszkaniach;remont i przebudowa balkonÛw w bud.miszkal.;remont;2010-08-26;28785/10;paü-23;2010-09-30;2010;8;2010-08-01;26;17,060378;51,1175489
5650;2502;;2010-09-30;PiÍkna;ulice i drogi pozosta≥e;budowa zjazdu z drogi publicznej powiatowej;nowe;2010-09-13;30602/10;paü-24;2010-09-30;2010;9;2010-09-01;14;17,0544352;51,0849709
5651;2503;;2010-09-30;Bacciarellego Marcelego;ulice i drogi pozosta≥e;budowa terenowego parkingu dla samochodÛw osob.;nowe;2010-09-15;30987/10;paü-25;2010-09-30;2010;9;2010-09-01;12;17,113623;51,104207
5652;2504;;2010-09-30;Zielonego DÍbu 11;bud.mieszkalne jednorodzinne;rozbudowa i nadbudowa bud.mieszkal.jednorodz.;rozbudowa;2010-08-04;26176/10;paü-26;2010-09-30;2010;8;2010-08-01;42;17,083661;51,10608
5653;2505;;2010-10-01;Awicenny Ibn Siny;;nosnik reklamowy;reklama;2010-09-22;31835/10;158/10;2010-10-01;2010;9;2010-09-01;8;16,9527389;51,0876197
5654;2506;;2010-10-01;Boles≥awa Chrobrego 30;bud.o trzech i wiÍcej mieszkaniach;umorzenie post.;inst.wewnÍtrzna;2010-07-09;22832/10;302/10;2010-10-01;2010;7;2010-07-01;61;17,034263;51,123219
5655;2507;;2010-10-01;Zyndrama z Maszkowic 3/4;bud.o trzech i wiÍcej mieszkaniach;umorzenie post.;inst.wewnÍtrzna;2010-07-09;22939/10;303/10;2010-10-01;2010;7;2010-07-01;61;17,0273647;51,1153146
5656;2508;;2010-10-01;Poniatowskiego JÛzefa KsiÍcia 18/16;bud.handlowo-uslugowe;przebudowa pomiesz.oddzia≥u banku;przebudowa;2010-08-02;25718/10;paü-27;2010-10-01;2010;8;2010-08-01;45;17,0427065;51,1204886
5657;2509;;2010-10-01;Bartoszowicka 11;bud.o trzech i wiÍcej mieszkaniach;przebud.wew.instal.gaz.w lok.mieszkal.;inst.wewnÍtrzna;2010-08-11;26999/10;paü-28;2010-10-01;2010;8;2010-08-01;38;17,113823;51,0996199
5658;2510;;2010-10-01;RÛøana 49;bud.o dwÛch mieszkaniach;rozbud.wew.instal.gaz.w bud.mieszkal.;inst.wewnÍtrzna;2010-09-06;29806/10;paü-29;2010-10-01;2010;9;2010-09-01;20;16,9935109;51,092585
5659;2511;;2010-10-04;£uøycka 5;bud.mieszkalne jednorodzinne;umarzam jako bezprzedmiotowe-rozbudowa budynku ;rozbudowa;2010-07-06;22449/10;304/10;2010-10-04;2010;7;2010-07-01;65;17,01702;51,1363909
5660;2512;;2010-10-04;Paprotna 8A;zbiorniki,silosy i bud.magazynowe;umarzam jako bezprzedmiotowe-dobudowa magazynu;nowe;2010-08-17;27612/10;305/10;2010-10-04;2010;8;2010-08-01;35;17,02629;51,1541659
5661;2513;;2010-10-04;Doøynkowa;bud.mieszkalne jednorodzinne;zespÛ≥ budynkÛw mieszkalnych jednor;nowe;2010-07-05;22327/10;paü-30;2010-10-04;2010;7;2010-07-01;66;16,9833334;51,0700216
5662;2514;;2010-10-04;Sikorskiego W≥adys≥awa Gen. 9;bud.o trzech i wiÍcej mieszkaniach;wew.instalacja gazu;inst.wewnÍtrzna;2010-08-24;28390/10;paü-31;2010-10-04;2010;8;2010-08-01;30;17,020792;51,1140063
5663;2515;;2010-10-04;Hallera JÛzefa Gen. Aleja 97;bud.o trzech i wiÍcej mieszkaniach;wew.instalacja gazu;inst.wewnÍtrzna;2010-09-03;29683/10;paü-32;2010-10-04;2010;9;2010-09-01;22;16,9949517;51,0903767
5664;2516;;2010-10-04;Graniczna 2;bud.handlowo-uslugowe;przebudowa elewacji-drzwi ewakuacyjne;przebudowa;2010-09-24;32222/10;paü-33;2010-10-04;2010;9;2010-09-01;7;16,9466579;51,1071934
5665;2517;;2010-10-04;Graniczna 8E;bud.przemys≥owe;przebudowa hali czÍúci socjalno-biur.firmy;przebudowa;2010-09-27;32379/10;paü-34;2010-10-04;2010;9;2010-09-01;6;16,9291914;51,1085473
5666;2518;;2010-10-04;Uniwersytecki Plac 15A;bud.o trzech i wiÍcej mieszkaniach;przebudowa elewacji tylnej -wykucie otworu drzwiowego;przebudowa;2010-08-03;25932/10;paü-35;2010-10-04;2010;8;2010-08-01;45;17,035673;51,113596
5667;2519;;2010-10-04;Wielka 57;bud.o trzech i wiÍcej mieszkaniach;przebudowa mieszkania w bud..wielorodz.;remont;2010-08-04;26183/10;paü-36;2010-10-04;2010;8;2010-08-01;44;17,024186;51,0918239
5668;2520;;2010-10-04;Paprotna;bud.handlowo-uslugowe;restauracji sieci mcdonalds;nowe;2010-07-16;23900/10;paü-37;2010-10-04;2010;7;2010-07-01;57;17,0245226;51,1513945
5669;2521;;2010-10-04;Muchoborska 17;bud.handlowo-uslugowe;budowa pawilonu handlowego;nowe;2010-09-10;30502/10;paü-38;2010-10-04;2010;9;2010-09-01;17;16,9698643;51,1101083
5670;2522;;2010-10-04;Antoniego åw. 2/4;bud.biurowe;przebudowa i remont elewacji budynku us≥ugowo-biurowego;przebudowa;2010-08-02;25797/10;paü-39;2010-10-04;2010;8;2010-08-01;46;17,0266974;51,1087025
5671;2523;;2010-10-04;Darwina Karola 3;bud.o dwÛch mieszkaniach;przebudowa i rozbud.lokalu mieszkal.;rozbudowa;2010-08-20;28127/10;paü-40;2010-10-04;2010;8;2010-08-01;32;16,9672176;51,0819511
5672;2524;;2010-10-04;Borowska;linie elektroener.i telekom.rozdzielcz.;sieÊ elektroenergetyczna;nowe;2010-08-19;27924/10;paü-41;2010-10-04;2010;8;2010-08-01;33;17,0350367;51,0849971
5673;2525;;2010-10-04;GÛrnickiego £ukasza 1A;bud.o trzech i wiÍcej mieszkaniach;wentylacji grawitacyjnej w budynku miezkalnym;przebudowa;2010-08-24;28439/10;paü-42;2010-10-04;2010;8;2010-08-01;30;17,055236;51,1154017
5674;2526;;2010-10-05;Traugutta Romualda Gen. 104 ;bud.o trzech i wiÍcej mieszkaniach;umorzenie post.;inst.wewnÍtrzna;2010-09-22;31796/10;paü-35;2010-10-05;2010;9;2010-09-01;10;17,053511;51,100938
5675;2527;;2010-10-05;£aciarska 23;bud.o trzech i wiÍcej mieszkaniach;przebud.mieszkania;przebudowa;2010-08-11;26974/10;159/10;2010-10-05;2010;8;2010-08-01;40;17,0367709;51,111325
5676;2528;;2010-10-05;Wa≥brzyska 61;bud.mieszkalne jednorodzinne;umarzam jako bezprzedmiotowe;przebudowa;2010-08-17;27637/10;306/10;2010-10-05;2010;8;2010-08-01;36;16,9730648;51,0643659
5677;2529;;2010-10-05;WiÒska;linie elektroener.i telekom.rozdzielcz.;przbudowa odcinka linii kablow.ún;przebudowa;2010-08-10;26809/10;paü-43;2010-10-05;2010;8;2010-08-01;41;16,8337291;51,175045
5678;2530;;2010-10-05;Hallera JÛzefa Gen. Aleja 11;bud.o trzech i wiÍcej mieszkaniach;wew.instalacja gazu;inst.wewnÍtrzna;2010-09-28;32412/10;paü-44;2010-10-05;2010;9;2010-09-01;6;17,0099006;51,0872423
5679;2531;;2010-10-05;Hauke-Bosaka JÛzefa Gen. 31;bud.o trzech i wiÍcej mieszkaniach;przebudowa lokalu mieszkalnego;przebudowa;2010-07-28;25255/10;paü-45;2010-10-05;2010;7;2010-07-01;50;17,0385376;51,1078852
5680;2532;;2010-10-05;Na Ostatnim Groszu 46;bud.o trzech i wiÍcej mieszkaniach;przebudowa lokalu mieszkalnego w budynku wielorodz;przebudowa;2010-09-07;30029/10;paü-46;2010-10-05;2010;9;2010-09-01;21;16,976867;51,122791
5681;2533;;2010-10-05;OlsztyÒska 1;bud.handlowo-uslugowe;kanalizacja deszczowa z obiektu us≥ugowego;przebudowa;2010-08-20;28098/10;paü-47;2010-10-05;2010;8;2010-08-01;33;17,0943903;51,139662
5682;2534;;2010-10-05;Olbrachtowska;linie elektroener.i telekom.rozdzielcz.;linii kablowej niskiego napiÍcia;nowe;2010-08-23;28167/10;paü-48;2010-10-05;2010;8;2010-08-01;32;16,9054478;51,1540627
5683;2535;;2010-10-05;Tczewska 19;bud.mieszkalne jednorodzinne;rozbudowa i przebudowa poddasza budynku mieszkalnego jednor;rozbudowa;2010-08-19;27845/10;paü-49;2010-10-05;2010;8;2010-08-01;34;17,1037599;51,132081
5684;2536;;2010-10-05;Jutrzenki 75-83;ulice i drogi pozosta≥e;przebudowa siÍgacza;przebudowa;2010-09-20;31469/10;paü-50;2010-10-05;2010;9;2010-09-01;12;16,9792087;51,0733854
5685;2537;;2010-10-05;Obornicka 131;rurociπgi kanalizac.sieci ;budowa odcinka kanalizacji sanitar.;przebudowa;2010-09-07;29992/10;paü-51;2010-10-05;2010;9;2010-09-01;21;17,0212529;51,1479329
5686;2538;;2010-10-05;Komorowska 15;bud.o trzech i wiÍcej mieszkaniach;remont dachu bud.mieszkal.wielorodz;remont;2010-10-01;33088/10;paü-52;2010-10-05;2010;10;2010-10-01;3;16,956236;51,111776
5687;2539;;2010-10-05;Klasztorna;linie elektroener.i telekom.rozdzielcz.;budowa sieci elektroenergetycz;nowe;2010-08-19;27922/10;paü-53;2010-10-05;2010;8;2010-08-01;34;17,0442231;51,0605968
5688;2540;;2010-10-05;Pi≥sudskiego JÛzefa Mar. 6A;bud.handlowo-uslugowe;przebudowa,rozbudowai nadbudowa pawilonu handlowego;rozbudowa;2010-08-13;27308/10;paü-54;2010-10-05;2010;8;2010-08-01;38;17,0385376;51,1078852
5689;2541;;2010-10-06;PoúwiÍtne;ulice i drogi pozosta≥e;budowa pÛ≥nocnej obwodnicy úrÛdm.etap 2 ul.poúwieckiej ;nowe;2010-07-09;22911/10;10-cze;2010-10-06;2010;7;2010-07-01;64;17,0368205;51,156974
5690;2542;;2010-10-06;Beøowa 22;bud.mieszkalne jednorodzinne;umarzam jako bezprzedmiotowe-budynek jednorodzinny;nowe;2010-08-23;28250/10;307/10;2010-10-06;2010;8;2010-08-01;33;16,892229;51,147284
5691;2543;;2010-10-06;Sarnia 13;bud.mieszkalne jednorodzinne;umarzam postÍpowanie administracyjne;nowe;2010-08-25;28609/10;308/10;2010-10-06;2010;8;2010-08-01;31;17,053058;51,048547
5692;2544;;2010-10-06;Leonarda Da Vinci 13-13A;bud.o trzech i wiÍcej mieszkaniach;docieplenie dachu budynku wielorodz;remont;2010-09-15;30995/10;paü-55;2010-10-06;2010;9;2010-09-01;16;17,0778336;51,0670703
5693;2545;;2010-10-06;Klasztorna;linie elektroener.i telekom.rozdzielcz.;sieci elektroenergetycznych ;nowe;2010-08-19;27923/10;paü-56;2010-10-06;2010;8;2010-08-01;35;17,0442231;51,0605968
5694;2546;;2010-10-06;Koúciuszki Tadeusza 188;bud.o trzech i wiÍcej mieszkaniach;przebudowa wew.instal.gaz.i co;inst.wewnÍtrzna;2010-08-17;27622/10;paü-57;2010-10-06;2010;8;2010-08-01;37;17,0549338;51,0977518
5695;2547;;2010-10-06;Zegad≥owicza Emila 5;bud.o trzech i wiÍcej mieszkaniach;wew.instalacja gazu;inst.wewnÍtrzna;2010-09-03;29685/10;paü-58;2010-10-06;2010;9;2010-09-01;24;17,0328394;51,1270766
5696;2548;;2010-10-06;åwieøa 9;bud.mieszkalne jednorodzinne;rozbudowa,nadbudowa wraz z przebudowπ budynku mieszkalnego;rozbudowa;2010-07-30;25526/10;paü-59;2010-10-06;2010;7;2010-07-01;49;16,898179;51,15795
5697;2549;;2010-10-06;Chorzowska;ulice i drogi pozosta≥e;przebudowa nawierzchni placu z odwodnieniem przed garaøami;przebudowa;2010-09-20;31403/10;paü-60;2010-10-06;2010;9;2010-09-01;13;17,0828907;51,0750139
5698;2550;;2010-10-06;Zielonego DÍbu 18;bud.mieszkalne jednorodzinne;przebudowa wew.instal.gaz.w mieszkaniu;inst.wewnÍtrzna;2010-08-13;27257/10;paü-61;2010-10-06;2010;8;2010-08-01;39;17,0842509;51,105297
5699;2551;;2010-10-06;Koúciuszki Tadeusza 186;bud.o trzech i wiÍcej mieszkaniach;montaz wew.instal.gaz.dla budynku mieszkal.;inst.wewnÍtrzna;2010-09-24;32187/10;paü-62;2010-10-06;2010;9;2010-09-01;9;17,0547564;51,0978386
5700;2552;;2010-10-06;Wejherowska 28;bud.przemys≥owe;przebudowa czÍúci budynku warsztatowo-administracyjnego ;zmiana spos.uøytk.;2010-09-02;29557/10;paü-63;2010-10-06;2010;9;2010-09-01;25;16,9824767;51,1280001
5701;2553;;2010-10-07;Batorego Stefana;linie telekomunikacyjne ;budowÍ stacji bazowej telefonii komÛrkowej sieci plus;nowe;2010-09-20;31394/10;160/10;2010-10-07;2010;9;2010-09-01;14;16,8418466;51,1414631
5702;2554;;2010-10-07;Stab≥owice;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.jednorodzin;nowe;2010-09-01;29346/10;161/10;2010-10-07;2010;9;2010-09-01;27;16,9003899;51,1595505
5703;2555;;2010-10-07;Grota-Roweckiego Stefana Gen. 143;bud.mieszkalne jednorodzinne;umarzam postepowanie administr.-dom jednorodzinny;rozbudowa;2010-09-10;30465/10;310/10;2010-10-07;2010;9;2010-09-01;20;17,0314257;51,0537447
5704;2556;;2010-10-07;Moniuszki Stanis≥awa 10;bud.szpitali i zak≥.opieki medycznej;umarzam jako bezprzedmiotowe-przebudowa budynku ;przebudowa;2010-08-30;29069/10;311/10;2010-10-07;2010;8;2010-08-01;29;17,0838121;51,1194513
5705;2557;;2010-10-07;TÍczowa 20;bud.handlowo-uslugowe;umarzam jako bezprzedmiotowe postÍpowanie adminis;przebudowa;2010-08-04;26047/10;312/10;2010-10-07;2010;8;2010-08-01;47;17,0197812;51,1070309
5706;2558;;2010-10-07;WileÒska 24;bud.o trzech i wiÍcej mieszkaniach;umarzam jako bezprzedmiotowe postÍpowanie adminis;zmiana spos.uøytk.;2010-09-23;31899/10;313/10;2010-10-07;2010;9;2010-09-01;11;17,080437;51,0670426
5707;2559;;2010-10-07;Malborska 20;bud.mieszkalne jednorodzinne;rozbudowa budynku jednorodzinnego;przebudowa;2010-07-29;25407/10;paü-64;2010-10-07;2010;7;2010-07-01;51;17,1289378;51,1415127
5708;2560;;2010-10-07;Komuny Paryskiej 43;bud.o trzech i wiÍcej mieszkaniach;przebudowa lokalu mieszkalnego w budynku wielorodz;przebudowa;2010-07-15;23693/10;paü-65;2010-10-07;2010;7;2010-07-01;61;17,0466409;51,1016878
5709;2561;;2010-10-07;PowstaÒcÛw ålπskich;linie elektroener.i telekom.rozdzielcz.;budowa linii kablow.ún dla zasilania bud.mieszkal.us≥ug.;nowe;2010-08-20;28088/10;paü-66;2010-10-07;2010;8;2010-08-01;35;17,0159984;51,0893211
5710;2562;;2010-10-07;Kamienna;bud.szkÛ≥ i instytucji badawczych;centrum kszta≥cenia ustawicznego;nowe;2010-07-22;24619/10;paü-67;2010-10-07;2010;7;2010-07-01;56;17,0330666;51,0886203
5711;2563;;2010-10-07;O≥taszyÒska;rurociπgi wodociπg.sieci ;budowa magistrali wodociagowej;nowe;2010-08-16;27415/10;paü-68;2010-10-07;2010;8;2010-08-01;39;17,0086477;51,0628032
5712;2564;;2010-10-08;Brylantowa;linie elektroener.i telekom.rozdzielcz.;budowa linii kablow.nn oraz z≥aczy kablowych dla zasilania bud.;nowe;2010-08-10;26813/10;paü-69;2010-10-08;2010;8;2010-08-01;44;17,0278694;51,0490594
5713;2565;;2010-10-08;Poranna 5;bud.o trzech i wiÍcej mieszkaniach;wew.instalacja gazu;inst.wewnÍtrzna;2010-08-27;28923/10;paü-70;2010-10-08;2010;8;2010-08-01;31;16,993897;51,074842
5714;2566;;2010-10-08;Semaforowa;bud.o trzech i wiÍcej mieszkaniach;budowa 4 bud.mieszkal.wielorodz.;nowe;2010-08-06;26430/10;paü-71;2010-10-08;2010;8;2010-08-01;46;17,0796448;51,0610873
5715;2567;;2010-10-08;Pocztowa 15;bud.o trzech i wiÍcej mieszkaniach;docieplenie scian budynku wielorodzinnego;remont;2010-08-27;28919/10;paü-72;2010-10-08;2010;8;2010-08-01;31;17,014755;51,086523
5716;2568;;2010-10-08;Sienkiewicza Henryka 106;bud.o trzech i wiÍcej mieszkaniach;przebud.wew.instal.gaz.w lok.us≥ug.;inst.wewnÍtrzna;2010-08-16;27410/10;paü-73;2010-10-08;2010;8;2010-08-01;40;17,0595975;51,1159923
5717;2569;;2010-10-08;Wronia 25;bud.mieszkalne jednorodzinne;montaz wew.instal.gaz.i instal.c.o.w bud.;inst.wewnÍtrzna;2010-10-06;33477/10;paü-74;2010-10-08;2010;10;2010-10-01;3;17,0847598;51,1360392
5718;2570;;2010-10-11;Tramwajowa 28/30;bud.o trzech i wiÍcej mieszkaniach;montaz instal.gaz.;inst.wewnÍtrzna;2010-08-12;27133/10;162/10;2010-10-11;2010;8;2010-08-01;43;17,085815;51,1061179
5719;2571;;2010-10-11;Borna Maksa Plac;bud.handlowo-uslugowe;umarzam jako bezprzedmiotowe;nowe;2008-03-25;12200/08;315/10;2010-10-11;2008;3;2008-03-01;665;17,0385376;51,1078852
5720;2572;;2010-10-11;G≥Ûwna 40;bud.mieszkalne jednorodzinne;budynek jednorodzinny;nowe;2010-08-06;26415/10;paü-75;2010-10-11;2010;8;2010-08-01;47;16,9087562;51,1600813
5721;2573;;2010-10-11;JastrzÍbia 9;bud.o trzech i wiÍcej mieszkaniach;wykonanie otworu  w stropodachu budynku wielorodzinnego;przebudowa;2010-08-10;26697/10;paü-76;2010-10-11;2010;8;2010-08-01;45;17,0093849;51,08457
5722;2574;;2010-10-11;Grunwaldzki Plac 26-28;bud.zbiorowego zamieszkania;przebudowa i remont elewacji oraz dachu ;remont;2010-08-25;28596/10;paü-77;2010-10-11;2010;8;2010-08-01;34;17,0660919;51,113608
5723;2575;;2010-10-11;Kamienna 25-37;bud.zbiorowego zamieszkania;montaø instalacji cieplnej úcian zewnetrznych ;przebudowa;2010-09-30;32760/10;paü-78;2010-10-11;2010;9;2010-09-01;8;17,023;51,089469
5724;2576;;2010-10-11;Sienna;bud.garaøy;budowa garazu dwustanowiskowego wolno stoj.;nowe;2010-08-12;27095/10;paü-79;2010-10-11;2010;8;2010-08-01;43;17,1255065;51,1367338
5725;2577;;2010-10-11;Tomaszowska 6,8,10;bud.o trzech i wiÍcej mieszkaniach;przebudowa elewacji kamienicy;przebudowa;2010-07-16;23915/10;paü-80;2010-10-11;2010;7;2010-07-01;62;17,039157;51,090424
5726;2578;;2010-10-11;Legnicka 52;bud.biurowe;budowa budynku biurowo-us≥ugowego ;nowe;2010-07-13;23240/10;paü-81;2010-10-11;2010;7;2010-07-01;65;16,9951664;51,1198511
5727;2579;;2010-10-11;Paw≥owicka;bud.szkÛ≥ i instytucji badawczych;przebudowa zespo≥u pa≥acowo-forwarcznego ;przebudowa;2010-09-30;32900/10;paü-82;2010-10-11;2010;9;2010-09-01;8;17,1109974;51,1673994
5728;2580;;2010-10-11;èrÛdlana 13;bud.mieszkalne jednorodzinne;wew.instalacja gazu;inst.wewnÍtrzna;2010-08-17;27510/10;paü-83;2010-10-11;2010;8;2010-08-01;40;16,8814019;51,1475109
5729;2581;;2010-10-11;årubowa;rurociπgi wodociπg.sieci ;sieÊ wodociπgowa;nowe;2010-08-20;28013/10;paü-84;2010-10-11;2010;8;2010-08-01;37;17,000742;51,1120449
5730;2582;;2010-10-11;Traugutta Romualda Gen. 126;bud.o trzech i wiÍcej mieszkaniach;przy≥πcza gazu niskiego ciúnienia dla budynku mieszkalnego;przy≥πcze;2010-09-08;30047/10;paü-85;2010-10-11;2010;9;2010-09-01;24;17,0561923;51,0981494
5731;2583;;2010-10-12;SzachistÛw;linie telekomunikacyjne ;stacja bazowa;nowe;2010-08-23;28173/10;163/10;2010-10-12;2010;8;2010-08-01;37;16,9733026;51,1650824
5732;2584;;2010-10-12;Muchoborska 17;bud.handlowo-uslugowe;umarzam postepowanie-sieci;przy≥πcze;2010-09-29;32570/10;316/10;2010-10-12;2010;9;2010-09-01;10;16,9698643;51,1101083
5733;2585;;2010-10-12;Paprotna;bud.handlowo-uslugowe;umorzenie post.;nowe;2010-08-11;26953/10;317/10;2010-10-12;2010;8;2010-08-01;45;17,0245226;51,1513945
5734;2586;;2010-10-12;Kie≥czowska 70;linie elektroener.i telekom.rozdzielcz.;budowa linii kablowej nn dla zasilania budynku;nowe;2010-09-20;31400/10;paü-86;2010-10-12;2010;9;2010-09-01;17;17,1349306;51,146422
5735;2587;;2010-10-12;S≥owiaÒska 1;bud.o trzech i wiÍcej mieszkaniach;rozbudowa wew.instal.gaz.w lokalu mieszkal.;inst.wewnÍtrzna;2010-09-15;30880/10;paü-87;2010-10-12;2010;9;2010-09-01;20;17,0389768;51,1230574
5736;2588;;2010-10-12;Mazowiecka 17;bud.biurowe;remont dachu budynku;remont;2010-09-03;29606/10;paü-88;2010-10-12;2010;9;2010-09-01;28;17,050893;51,1075389
5737;2589;;2010-10-12;O≥biÒska 9;bud.o trzech i wiÍcej mieszkaniach;rozbudowa wewnÍtrznej instalacji gazowej w lokalu mieszkalnym;inst.wewnÍtrzna;2010-09-08;30116/10;paü-89;2010-10-12;2010;9;2010-09-01;25;17,039146;51,122951
5738;2590;;2010-10-12;Karmelkowa 65A;linie elektroener.i telekom.rozdzielcz.;przebudowa linii kablowej;przebudowa;2010-08-18;27769/10;paü-90;2010-10-12;2010;8;2010-08-01;40;16,9736248;51,0697869
