"";"Numer.......................................wpisu";"ImiÍ.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesiπc.wniosku";"data";"Czas.rozpatrzenia";"lon";"lat"
"11961";2020;"";"2012-08-02";"Vivaldiego Antonio  ";"bud.mieszkalne jednorodzinne";"umarzam";"nowe";"2012-05-29";"18176/12";"gru-65";"2012-08-02";2012;5;"2012-05-01";48;17,0624113;51,0512334
"11962";2021;"";"2012-08-02";"Kuünicza 29A ";"bud.handlowo-uslugowe";"przebudowa instalacji wentylacji mechanicznej sali konsumpcyjnej";"inst.wewnÍtrzna";"2012-04-03";"11382/12";"gru-66";"2012-08-02";2012;4;"2012-04-01";88;17,0346379;51,1127539
"11963";2022;"";"2012-08-02";"Po≥bina Iwana Gen. 1 ";"bud.biurowe";"termomodernizacja budynku policji";"przebudowa";"2012-07-16";"24486/12";"gru-67";"2012-08-02";2012;7;"2012-07-01";14;16,9737222;51,1402383
"11964";2023;"";"2012-08-02";"Paw≥owa Iwana  15 ";"bud.szkÛ≥ i instytucji badawczych";"remont i ocieplenie dachu sali gimnastycznej gimnzjum";"remont";"2012-07-17";"24753/12";"gru-68";"2012-08-02";2012;7;"2012-07-01";13;17,0195275;51,1052095
"11965";2024;"";"2012-08-02";"Stopnicka  16  ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa wewnÍtrznej instalacji gazowej i c.o.w lokalu mieszkalnym";"inst.wewnÍtrzna";"2012-06-28";"22345/12";"gru-69";"2012-08-02";2012;6;"2012-06-01";26;17,0039069;51,089729
"11966";2025;"";"2012-08-02";"Stab≥owicka 133 ";"";"montaø instalacji centralnego ogrzewania i montaøu instalacji cieplnej";"remont";"2012-07-16";"24468/12";"gru-75";"2012-08-02";2012;7;"2012-07-01";14;16,900754;51,168979
"11967";2026;"";"2012-08-02";"Stanis≥awowska  93 ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu w budynku mieszkalnym";"inst.wewnÍtrzna";"2012-06-14";"20367/12";"gru-77";"2012-08-02";2012;6;"2012-06-01";36;16,9422279;51,0988472
"11968";2027;"";"2012-08-02";"MokrzaÒska 38A  ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnÍtrzna";"2012-07-19";"25145/12";"gru-79";"2012-08-02";2012;7;"2012-07-01";11;16,853894;51,1509579
"11969";2028;"";"2012-08-02";"LaotaÒska 20A ";"bud.mieszkalne jednorodzinne";"rozbudowa,nadbudowa oraz przebudowa budynku gospodarczego na potrzeby mieszkalne";"rozbudowa";"2012-06-27";"22180/12";"gru-81";"2012-08-02";2012;6;"2012-06-01";27;17,076961;51,063471
"11970";2029;"";"2012-08-02";"Zaporoska  58 ";"bud.o trzech i wiÍcej mieszkaniach";"wykonanie termomodernizacji stropodachu budynku mieszkalnego wielorodzinnego";"remont";"2012-07-23";"25483/12";"gru-82";"2012-08-02";2012;7;"2012-07-01";9;17,0161916;51,0925766
"11971";2030;"";"2012-08-02";"Na Grobli  14-16 ";"bud.przemys≥owe";"remont pokrycia i konstrukcji dachu budynku kot≥owni";"przebudowa";"2012-07-30";"26256/12";"gru-83";"2012-08-02";2012;7;"2012-07-01";4;17,0582259;51,1044812
"11972";2031;"";"2012-08-03";"Rymarska 1 ";"bud.o trzech i wiÍcej mieszkaniach";"umarzam postÍpowanie administracyjne";"przebudowa";"2010-06-04";"18537/10";"12-lut";"2012-08-03";2010;6;"2010-06-01";566;16,994416;51,0805437
"11973";2032;"";"2012-08-03";"Widawa,AM-9,dz.nr 6/18";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2012-06-01";"18898/12";"gru-89";"2012-08-03";2012;6;"2012-06-01";46;17,0385376;51,1078852
"11974";2033;"";"2012-08-03";"Piotrkowska  23 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2012-06-13";"20239/12";"gru-94";"2012-08-03";2012;6;"2012-06-01";38;16,9103156;51,1530367
"11975";2034;"";"2012-08-03";"ØÛ≥kiewskiego Stanis≥awa  17 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stojπcego";"nowe";"2012-07-02";"22639/12";"gru-96";"2012-08-03";2012;7;"2012-07-01";25;16,8706274;51,1222756
"11976";2035;"";"2012-08-03";"Rzeszowska  12 ";"bud.mieszkalne jednorodzinne";"przebudowa i nadbudowa budynku mieszkalnego";"rozbudowa";"2012-05-11";"15859/12";"gru-97";"2012-08-03";2012;5;"2012-05-01";61;16,890659;51,1383639
"11977";2036;"";"2012-08-03";"Szmaragdowa  15 ";"bud.mieszkalne jednorodzinne";"rozbudowa i przebudowa jednorodzinnego budynku mieszkalnego";"przebudowa";"2012-06-01";"18937/12";"gru-98";"2012-08-03";2012;6;"2012-06-01";46;17,0200244;51,0504936
"11978";2037;"";"2012-08-03";"DüwirzyÒska  36  ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa mieszkania";"przebudowa";"2012-07-17";"24634/12";"gru-99";"2012-08-03";2012;7;"2012-07-01";14;16,948207;51,128851
"11979";2038;"";"2012-08-03";"S≥owiaÒska  14 ";"bud.o trzech i wiÍcej mieszkaniach";"remont oraz ocieplenie úcian zewnÍtrznych budynku wielorodzinnego";"remont";"2012-06-26";"21960/12";"gru-00";"2012-08-03";2012;6;"2012-06-01";29;17,040349;51,123666
"11980";2039;"";"2012-08-03";"Orzeszkowej Elizy 34 ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnÍtrzna";"2012-07-05";"23186/12";"gru-02";"2012-08-03";2012;7;"2012-07-01";22;17,0508796;51,1245494
"11981";2040;"";"2012-08-03";"Wybickiego JÛzefa Gen.  13 ";"bud.mieszkalne jednorodzinne";"budowa zjazdu z ulicy na posesjÍ domu jednorodzinnego";" ˇˇ";"2012-06-04";"19050/12";"gru-04";"2012-08-03";2012;6;"2012-06-01";45;17,0550766;51,1392832
"11982";2041;"";"2012-08-03";"£owiecka  24 ";"bud.biurowe";"przebudowa budynku biurowego";"przebudowa";"2012-03-14";"gru-80";"gru-05";"2012-08-03";2012;3;"2012-03-01";103;17,0272982;51,1250388
"11983";2042;"";"2012-08-03";"Wszystkich åwiÍtych 2A ";"bud.o trzech i wiÍcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego";"nowe";"2012-06-29";"22544/12";"gru-08";"2012-08-03";2012;6;"2012-06-01";26;17,0250272;51,1123111
"11984";2043;"";"2012-08-03";"Cukiernicza 6 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2012-05-24";"17667/12";"gru-09";"2012-08-03";2012;5;"2012-05-01";52;16,9129799;51,17505
"11985";2044;"";"2012-08-03";"Henryka Probusa 3  ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa wewnÍtrznej instalacji gazowej i montaø c.o w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnÍtrzna";"2012-07-11";"24030/12";"gru-11";"2012-08-03";2012;7;"2012-07-01";18;17,0374446;51,1189113
"11986";2045;"";"2012-08-03";"Boles≥awa Krzywoustego 21  ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa poddasza nieuøytkowego na cele mieszkalne w budynku wielorodzinnym";"przebudowa";"2012-07-13";"24335/12";"gru-15";"2012-08-03";2012;7;"2012-07-01";16;17,07122;51,136533
"11987";2046;"";"2012-08-03";"Gwizdanowska  ";"rurociπgi kanalizac.sieci ";"budowa sieci kanalizacji sanitarnej grawitacyjno-tlocznej oraz przepompowni úciekÛw wraz z przy≥πczami";"nowe";"2012-05-11";"15869/12";"gru-16";"2012-08-03";2012;5;"2012-05-01";61;16,8899417;51,1770184
"11988";2047;"";"2012-08-03";"Janiszewskiego Zygmunta 7 ";"bud.szkÛ≥ i instytucji badawczych";"przebudowa elewcji budynku,remont tarasu nad 12 kondygnacjπ,remont dachu oraz budowa przy≥. kanaliz.deszczowej do budynku c-5";"przebudowa";"2012-07-30";"26306/12";"gru-19";"2012-08-03";2012;7;"2012-07-01";5;17,058171;51,109454
"11989";2048;"";"2012-08-06";"Czerniawska 8  ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa mieszkania wraz  ze zmianπ elewacji w budynku wielorodzinnym";"przebudowa";"2012-07-27";"26157/12";"gru-26";"2012-08-06";2012;7;"2012-07-01";7;17,0397809;51,074512
"11990";2049;"";"2012-08-06";"ØÛ≥kiewskiego Stanis≥awa 16 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2012-07-31";"26425/12";"gru-27";"2012-08-06";2012;7;"2012-07-01";5;16,8706274;51,1222756
"11991";2050;"";"2012-08-06";"KosmonautÛw 240 ";"bud.o trzech i wiÍcej mieszkaniach";"budowa przy≥πcza kanalizacji sanitarnej";"przy≥πcze";"2012-05-31";"18726/12";"gru-28";"2012-08-06";2012;5;"2012-05-01";48;16,8889739;51,143836
"11992";2051;"";"2012-08-06";"OdrzaÒska  15 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa mieszkania w budynku wielorodzinnym";"przebudowa";"2012-05-23";"17392/12";"gru-29";"2012-08-06";2012;5;"2012-05-01";54;17,031622;51,112621
"11993";2052;"";"2012-08-06";"Pi≥sudskiego JÛzefa Mar. 13 ";"bud.handlowo-uslugowe";"przebudowa oddzia≥u banku";"przebudowa";"2012-07-26";"25914/12";"gru-31";"2012-08-06";2012;7;"2012-07-01";8;17,0385376;51,1078852
"11994";2053;"";"2012-08-06";"Ga≥owska  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego";"nowe";"2012-05-29";"18357/12";"gru-32";"2012-08-06";2012;5;"2012-05-01";50;16,8580096;51,1172339
"11995";2054;"";"2012-08-06";"Niemcewicza Juliana Ursyna 5 ";"bud.o trzech i wiÍcej mieszkaniach";"remont úcian zewnÍtrznych i budowa zadaszenia úwietlika  w budynku wielorodzinnym";"przebudowa";"2012-07-02";"22608/12";"gru-34";"2012-08-06";2012;7;"2012-07-01";26;17,0393176;51,1201142
"11996";2055;"";"2012-08-06";"KamiennogÛrska 88A ";"bud.mieszkalne jednorodzinne";"umarzam";"przebudowa";"2012-06-12";"19960/12";"gru-35";"2012-08-06";2012;6;"2012-06-01";40;16,897122;51,133702
"11997";2056;"";"2012-08-06";"Maja 3  2E ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu";"inst.wewnÍtrzna";"2012-06-05";"19182/12";"gru-37";"2012-08-06";2012;6;"2012-06-01";45;17,0829509;51,059478
"11998";2057;"";"2012-08-06";"Robotnicza  ";"rurociπgi gazu sieci rozdzielczej";"budowa i przebudowa sieci gazowej úredniego ciúnienia wraz  z przepiÍciem istn przy≥πczy gazu";"nowe";"2012-04-03";"11286/12";"gru-40";"2012-08-06";2012;4;"2012-04-01";90;17,0015052;51,1116155
"11999";2058;"";"2012-08-06";"Plater Emilii  10  ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego wraz z montaøem wewnÍtrznej instalacji gazowej w budynku wielorodzinnym";"przebudowa";"2012-06-29";"22567/12";"gru-41";"2012-08-06";2012;6;"2012-06-01";27;17,1088827;51,1071289
"12000";2059;"";"2012-08-06";"Blacharska  13 ";"bud.szkÛ≥ i instytucji badawczych";"budowa przedszkola modu≥owego 4 oddzia≥owego z przy≥πczami";"nowe";"2012-06-06";"19511/12";"gru-42";"2012-08-06";2012;6;"2012-06-01";44;16,9896853;51,0822978
"12001";2060;"";"2012-08-06";"Boiskowa  ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2012-06-18";"20818/12";"gru-43";"2012-08-06";2012;6;"2012-06-01";36;17,0877407;51,0479879
"12002";2061;"";"2012-08-06";"KrotoszyÒska  16 ";"bud.o trzech i wiÍcej mieszkaniach";"montaø kot≥a gazowego wraz z przebudowπ instalacji wewnÍtrznych oraz montaø c.o. w lokalu mieszkalnym w budynku  wielorodzinnym";"inst.wewnÍtrzna";"2012-07-30";"26355/12";"gru-46";"2012-08-06";2012;7;"2012-07-01";6;16,9950659;51,141115
"12003";2062;"";"2012-08-06";"Kolarska  1A ";"bud.mieszkalne jednorodzinne";"montaø wewnÍtrznej instalacji gazu";"inst.wewnÍtrzna";"2012-06-22";"21604/12";"gru-48";"2012-08-06";2012;6;"2012-06-01";32;17,0074213;51,0672722
"12004";2063;"";"2012-08-06";"KleciÒska 180 ";"rurociπgi wodociπg.sieci ";"budowa sieci gazowej wulicy wraz z przy≥πczami gazu do budynkÛw mieszkalnych jednorodzinnych dwulokalowych w zabudowie szeregowej";"nowe";"2012-05-17";"16617/12";"gru-49";"2012-08-06";2012;5;"2012-05-01";58;16,967981;51,11018
"12005";2064;"";"2012-08-06";"MokrzaÒska 36B";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu";"inst.wewnÍtrzna";"2012-06-11";"19788/12";"gru-50";"2012-08-06";2012;6;"2012-06-01";41;16,853324;51,150793
"12006";2065;"";"2012-08-06";"Moniuszki Stanis≥awa 41 ";"bud.mieszkalne jednorodzinne";"rozbudowa domu jednorodzinnego o zewnÍtrznπ klatkÍ schodowπ wraz z przebudowπ i remontem elewacji";"rozbudowa";"2012-06-27";"22103/12";"gru-51";"2012-08-06";2012;6;"2012-06-01";29;17,0893736;51,1188096
"12007";2066;"";"2012-08-06";"Mielecka  28";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa wewnÍtrznej instalacji gazu";"inst.wewnÍtrzna";"2012-07-05";"23206/12";"gru-52";"2012-08-06";2012;7;"2012-07-01";23;17,0023169;51,0908359
"12008";2067;"";"2012-08-06";"TarnogÛrska 1 ";"zbiorniki,silosy i bud.magazynowe";"przebudowa pomieszczenia magazynowego na wÍze≥ cieplny";"przebudowa";"2012-06-20";"21094/12";"gru-53";"2012-08-06";2012;6;"2012-06-01";34;17,08561;51,075176
"12009";2068;"";"2012-08-06";"Legnicka 164 ";"bud.handlowo-uslugowe";"rozbudowa istniejπcego salonu samochodowego";"rozbudowa";"2012-05-22";"17228/12";"gru-54";"2012-08-06";2012;5;"2012-05-01";55;16,9811752;51,1261069
"12010";2069;"";"2012-08-06";"Wyúcigowa  44,46 ";"bud.handlowo-uslugowe";"rozbudowa budynku us≥ugowego";"rozbudowa";"2012-07-09";"23705/12";"gru-56";"2012-08-06";2012;7;"2012-07-01";21;17,0082649;51,066766
"12011";2070;"";"2012-08-07";"Stalowa  83 ";"bud.o trzech i wiÍcej mieszkaniach";"wygaúniÍcie";"remont";"2012-07-11";"24023/12";"gru-61";"2012-08-07";2012;7;"2012-07-01";20;17,000103;51,10199
"12012";2071;"";"2012-08-07";"åwiniary,AM-17,dz.nr 5/4";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2012-06-15";"20554/12";"gru-64";"2012-08-07";2012;6;"2012-06-01";38;17,0385376;51,1078852
"12013";2072;"";"2012-08-07";"Karmelkowa  ";"rurociπgi gazu sieci rozdzielczej";"przebudowa stacji redukcyjno-pomiarowej";"przebudowa";"2012-06-22";"21623/12";"gru-66";"2012-08-07";2012;6;"2012-06-01";33;16,9687997;51,0698533
"12014";2073;"";"2012-08-07";"Bora-Komorowskiego T. Gen 12 ";"bud.biurowe";"rozbudowa i przebudowa oraz zmiana sposobu uøytkowania budynku biurowego na oúrodek szkoleniowo-us≥ugowy z czÍúciπ gastronomicznπ";"rozbudowa";"2012-07-31";"26476/12";"gru-68";"2012-08-07";2012;7;"2012-07-01";6;17,1179929;51,1534529
"12015";2074;"";"2012-08-07";"Grudziπdzka  61 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa wewnÍtrznej instaklacji gazu";"inst.wewnÍtrzna";"2012-06-01";"18894/12";"gru-69";"2012-08-07";2012;6;"2012-06-01";48;17,073083;51,1364359
"12016";2075;"";"2012-08-07";"KamiennogÛrska  50 ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"rozbudowa";"2012-07-13";"24227/12";"gru-70";"2012-08-07";2012;7;"2012-07-01";18;16,8985169;51,1371119
"12017";2076;"";"2012-08-07";"Bia≥ostocka  32 ";"bud.mieszkalne jednorodzinne";"umorzenie";"inst.wewnÍtrzna";"2012-06-06";"19534/12";"gru-73";"2012-08-07";2012;6;"2012-06-01";45;16,922137;51,1667889
"12018";2077;"";"2012-08-08";"MokrzaÒska  36  ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnÍtrzna";"2012-07-25";"25860/12";"gru-76";"2012-08-08";2012;7;"2012-07-01";11;16,853784;51,150689
"12019";2078;"";"2012-08-08";"Wroc≥awczyka Micha≥a 37 ";"bud.o trzech i wiÍcej mieszkaniach";"remont stropu miÍdzy lokalem mieszkalnym a us≥ugowym";"remont";"2012-06-21";"21425/12";"gru-77";"2012-08-08";2012;6;"2012-06-01";35;17,0548417;51,1116624
"12020";2079;"";"2012-08-08";"Most S≥odowy  ";"mosty,wiadukty i estakady";"przebudowa mostu s≥odowego";"przebudowa";"2012-06-19";"21031/12";"gru-78";"2012-08-08";2012;6;"2012-06-01";37;17,0398486;51,1161315
"12021";2080;"";"2012-08-08";"Boczna  15 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa strychu na mieszkanie";"przebudowa";"2012-05-24";"17664/12";"gru-79";"2012-08-08";2012;5;"2012-05-01";55;17,045678;51,092611
"12022";2081;"";"2012-08-08";"Curie-Sk≥odowskiej Marii 9  ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu";"inst.wewnÍtrzna";"2012-06-19";"20852/12";"gru-80";"2012-08-08";2012;6;"2012-06-01";37;17,057271;51,1119195
"12023";2082;"";"2012-08-08";"Tkacka  1A ";"bud.handlowo-uslugowe";"przebudowa budynku us≥ugowego";"przebudowa";"2012-05-29";"18353/12";"gru-82";"2012-08-08";2012;5;"2012-05-01";52;16,9583065;51,1339019
"12024";2083;"";"2012-08-08";"Koúcielna 6 ";"bud.biurowe";"montaø kot≥a gazowego i wewnÍtrznej instalacji gazu w budynku biurowo-magazynowym";"inst.wewnÍtrzna";"2012-06-29";"22427/12";"gru-83";"2012-08-08";2012;6;"2012-06-01";29;16,982625;51,0641279
"12025";2084;"";"2012-08-08";"Agrestowa 8 ";"bud.mieszkalne jednorodzinne";"nadbudowa budynku mieszkalnego";"rozbudowa";"2012-06-19";"21034/12";"gru-84";"2012-08-08";2012;6;"2012-06-01";37;17,012747;51,0706909
"12026";2085;"";"2012-08-08";"Boiskowa  ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2012-06-21";"21465/12";"gru-85";"2012-08-08";2012;6;"2012-06-01";35;17,0877407;51,0479879
"12027";2086;"";"2012-08-08";"Dzierøoniowska 7 ";"bud.o trzech i wiÍcej mieszkaniach";"budowa budynku wielorodzinnego z funkcjπ us≥ugowπ w parterze";"nowe";"2012-05-11";"15752/12";"gru-86";"2012-08-08";2012;5;"2012-05-01";64;17,044622;51,07604
"12028";2087;"";"2012-08-08";"Poniatowskiego JÛzefa KsiÍcia 12 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2012-07-04";"23024/12";"gru-88";"2012-08-08";2012;7;"2012-07-01";26;17,0424653;51,1202596
"12029";2088;"";"2012-08-08";"MokrzaÒska  36";"bud.mieszkalne jednorodzinne";"montaø wewnÍtrznej instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnÍtrzna";"2012-07-18";"24909/12";"gru-89";"2012-08-08";2012;7;"2012-07-01";16;16,853784;51,150689
"12030";2089;"";"2012-08-08";"K≥okoczycka  ";"linie elektroener.i telekom.rozdzielcz.";"umarzam postÍpowanie";"przy≥πcze";"2012-05-30";"18431/12";"gru-93";"2012-08-08";2012;5;"2012-05-01";51;17,0974348;51,156714
"12031";2090;"";"2012-08-08";"£Ûdzka 6 ";"bud.o trzech i wiÍcej mieszkaniach";"remont elewacji wraz z dociepleniem budynku mieszkalnego wielorodzinnego";"przebudowa";"2012-06-01";"18766/12";"gru-97";"2012-08-08";2012;6;"2012-06-01";49;17,0385707;51,0918946
"12032";2091;"";"2012-08-08";"Barlickiego Norberta  25 ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnetrznej instalacji gazu";"inst.wewnÍtrzna";"2012-07-05";"23262/12";"gru-98";"2012-08-08";2012;7;"2012-07-01";25;17,0503193;51,1227006
"12033";2092;"";"2012-08-08";"Rynek 3/4";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego w kamienicy";"przebudowa";"2012-06-27";"22091/12";"gru-00";"2012-08-08";2012;6;"2012-06-01";31;17,0305108;51,1106264
"12034";2093;"";"2012-08-08";"Jednoúci Narodowej 97 ";"bud.handlowo-uslugowe";"przebudowa lokalu handlowego";"przebudowa";"2012-05-30";"18397/12";"gru-01";"2012-08-08";2012;5;"2012-05-01";51;17,0442903;51,122313
"12035";2094;"";"2012-08-08";"WrÛblewskiego Zygmunta 4";"bud.o trzech i wiÍcej mieszkaniach";"rozbudowa wewnÍtrznej instalacji gazu";"inst.wewnÍtrzna";"2012-07-13";"24312/12";"gru-02";"2012-08-08";2012;7;"2012-07-01";19;17,0804477;51,1050759
"12036";2095;"";"2012-08-08";"Szarskiego Kazimierza Witalisa 7";"rurociπgi wodociπg.sieci ";"budowa sieci wodociπgowej wraz z przy≥πczem dla budynku";"nowe";"2012-07-04";"23026/12";"gru-03";"2012-08-08";2012;7;"2012-07-01";26;16,9441775;51,1032309
"12037";2096;"";"2012-08-08";"£ukowa 7 ";"bud.mieszkalne jednorodzinne";"odmowa";"nowe";"2012-06-21";"21360/12";"gru-04";"2012-08-08";2012;6;"2012-06-01";35;16,891524;51,1401709
"12038";2097;"";"2012-08-08";"Boiskowa  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stojπcego";"nowe";"2012-06-14";"20439/12";"gru-05";"2012-08-08";2012;6;"2012-06-01";40;17,0877407;51,0479879
"12039";2098;"";"2012-08-08";"Snopkowa  2B ";"bud.handlowo-uslugowe";"przebudowa z rozbudowπ i nadbudowπ istniejπcego budynku mieszkalnego jednorodzinnego na budynek biurowo-us≥ugowy";"rozbudowa";"2012-06-06";"19516/12";"gru-06";"2012-08-08";2012;6;"2012-06-01";46;17,0308709;51,063443
"12040";2099;"";"2012-08-08";"Grota-Roweckiego Stefana Gen.  10  ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa antresoli w lokalu mieszkalnym w budynku wielorodzinnym";"przebudowa";"2012-07-18";"24932/12";"gru-07";"2012-08-08";2012;7;"2012-07-01";16;17,0324958;51,0694766
"12041";2100;"";"2012-08-09";"Czeska  12 ";"bud.garaøy";"odmowa";"rozbudowa";"2012-06-21";"21478/12";"gru-14";"2012-08-09";2012;6;"2012-06-01";36;17,0237619;51,1348659
"12042";2101;"";"2012-08-09";"Gagarina Jurija  ";"bud.handlowo-uslugowe";"budowa przy≥πcza gazu";"przy≥πcze";"2012-06-26";"21924/12";"gru-15";"2012-08-09";2012;6;"2012-06-01";33;16,9347137;51,0953801
"12043";2102;"";"2012-08-09";"Micha≥owskiego Piotra 9 ";"bud.mieszkalne jednorodzinne";"remont i przebudowa budynku jednorodzinnego";"przebudowa";"2012-05-04";"15083/12";"gru-16";"2012-08-09";2012;5;"2012-05-01";70;17,1029598;51,1007468
"12044";2103;"";"2012-08-09";"Koúciuszki Tadeusza  11  ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu";"inst.wewnÍtrzna";"2012-07-23";"25510/12";"gru-17";"2012-08-09";2012;7;"2012-07-01";14;17,0274373;51,1032031
"12045";2104;"";"2012-08-09";"MokrzaÒska  38  ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnÍtrzna";"2012-07-10";"23730/12";"gru-21";"2012-08-09";2012;7;"2012-07-01";23;16,854128;51,150904
"12046";2105;"";"2012-08-09";"Kasztanowa Aleja 24/26 ";"bud.o trzech i wiÍcej mieszkaniach";"remont elewacji budynku wielorodzinnego";"remont";"2012-06-26";"22049/12";"gru-24";"2012-08-09";2012;6;"2012-06-01";33;17,019462;51,084174
"12047";2106;"";"2012-08-09";"Gajowicka 153  ";"bud.o trzech i wiÍcej mieszkaniach";"rozbudowa wewnÍtrznej instalacji gazu";"inst.wewnÍtrzna";"2012-08-08";"27387/12";"gru-26";"2012-08-09";2012;8;"2012-08-01";2;17,0065229;51,0894509
"12048";2107;"";"2012-08-09";"Zag≥oby Onufrego  ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2012-07-26";"25892/12";"gru-29";"2012-08-09";2012;7;"2012-07-01";11;16,9281267;51,1153527
"12049";2108;"";"2012-08-09";"Drzyma≥y Micha≥a  ";"bud.handlowo-uslugowe";"wygaúniÍcie decyzji";"nowe";"2009-11-30";"42313/09";"gru-31";"2012-08-09";2009;11;"2009-11-01";704;17,0385376;51,1078852
"12050";2109;"";"2012-08-09";"Grecka  59 ";"bud.szkÛ≥ i instytucji badawczych";"budowa linii kablowej niskiego napiÍcia dla zasilania budynku";"przy≥πcze";"2012-06-14";"20418/12";"gru-33";"2012-08-09";2012;6;"2012-06-01";41;16,962172;51,1062019
"12051";2110;"";"2012-08-10";"NiemczaÒska 23A ";"bud.mieszkalne jednorodzinne";"przebudowa budynku mieszkalnego";"rozbudowa";"2012-06-29";"22463/12";"gru-37";"2012-08-10";2012;6;"2012-06-01";31;17,038238;51,074543
"12052";2111;"";"2012-08-10";"Jeüdziecka 10,10A ";"rurociπgi gazu sieci rozdzielczej";"budowa gazociπgu";"nowe";"2012-06-11";"19800/12";"gru-38";"2012-08-10";2012;6;"2012-06-01";45;16,9935009;51,0636129
"12053";2112;"";"2012-08-10";"Serowarska  13 ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazowej dla lokalu mieszkalnego w budynku wielorodzinnym";"inst.wewnÍtrzna";"2012-06-21";"21410/12";"gru-39";"2012-08-10";2012;6;"2012-06-01";37;16,855777;51,1436549
"12054";2113;"";"2012-08-10";"Piotrkowska  29 ";"bud.mieszkalne jednorodzinne";"umarzam";"nowe";"2012-06-26";"22031/12";"gru-41";"2012-08-10";2012;6;"2012-06-01";34;16,9129324;51,1524103
"12055";2114;"";"2012-08-10";"Dzielnicowa 8-10 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa dwÛch lokali mieszkalnych w budynku wielorodzinnym";"przebudowa";"2012-08-07";"27355/12";"gru-44";"2012-08-10";2012;8;"2012-08-01";4;16,9586884;51,0975954
"12056";2115;"";"2012-08-10";"Stalowa  75 ";"bud.o trzech i wiÍcej mieszkaniach";"remont elewacji frontowej wraz z balkonami,elewacji tylnej wraz z dociepleniem w budynku wielorodzinnym";"remont";"2012-05-15";"16325/12";"gru-47";"2012-08-10";2012;5;"2012-05-01";64;17,000556;51,1011899
"12057";2116;"";"2012-08-10";"Styki Jana i Kossaka Wojciecha  ";"linie telekomunikacyjne ";"odmowa";"nowe";"2012-05-31";"18637/12";"gru-49";"2012-08-10";2012;5;"2012-05-01";52;17,043137;51,1101917
