"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"data_miesiac";"pora_roku";"lon";"lat"
"23030";3020;"";"";"PrzyjaŸni 8 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"nowe";"2015-07-24";"24595/15";"5714/15";"2015-10-23";2015;7;"2015-07-01";66;"2015_07";"Lato";16,999876;51,0674779
"23031";3021;"";"";"Oficerska 5 ";"bud.o trzech i wiêcej mieszkaniach";"rozbudowa budynku jednorodzinnego";"nowe";"2015-07-23";"24355/15";"5716/15";"2015-10-23";2015;7;"2015-07-01";67;"2015_07";"Lato";17,0106155;51,0923687
"23032";3022;"";"";"Kowieñska  55 ";"bud.mieszkalne jednorodzinne";"rozbudowa budynku mieszkalnego jednorodzinnego o strefê wejsciow¹";"rozbudowa";"2015-08-20";"27594/15";"5717/15";"2015-10-23";2015;8;"2015-08-01";47;"2015_08";"Lato";17,1372121;51,1429119
"23033";3023;"";"";"S³owackiego Juliusza Aleja  ";"linie elektroener.i telekom.rozdzielcz.";"przebudowa linii kablowej œredniego napiêcia oraz przebudowa sieci kablowej œredniego i niskiego napiêcia";"przebudowa";"2015-09-17";"30812/15";"5719/15";"2015-10-23";2015;9;"2015-09-01";27;"2015_09";"Jesieñ";17,0440123;51,1087445
"23034";3024;"";"";"Stra¿acka  ";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2015-08-19";"27389/15";"5725/15";"2015-10-23";2015;8;"2015-08-01";48;"2015_08";"Lato";17,0157685;51,1721311
"23035";3025;"";"";"Pomorska  ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalno-us³ugowego";"nowe";"2015-03-13";"8091/15";"5726/15";"2015-10-23";2015;3;"2015-03-01";161;"2015_03";"Wiosna";17,0314173;51,119208
"23036";3026;"";"";"Koszarowa  78 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa mieszkania";"przebudowa";"2015-07-29";"25098/15";"5733/15";"2015-10-26";2015;7;"2015-07-01";64;"2015_07";"Lato";17,0595639;51,142316
"23037";3027;"";"";"Zegarmistrzowska  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa gazoci¹gu œredniego ciœnienia w ulicy";"nowe";"2015-09-09";"29767/15";"5739/15";"2015-10-26";2015;9;"2015-09-01";34;"2015_09";"Jesieñ";17,0203266;51,1709778
"23038";3028;"";"";"Zawalna  13 ";"bud.handlowo-uslugowe";"monta¿ instalacji gazu do lokalu us³ugowego";"inst.wewnêtrzna";"2015-09-22";"31366/15";"5748/15";"2015-10-26";2015;9;"2015-09-01";25;"2015_09";"Jesieñ";17,0388504;51,1348995
"23039";3029;"";"";"Strzelecki Plac 4  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu w lokalu";"inst.wewnêtrzna";"2015-10-07";"33251/15";"5749/15";"2015-10-26";2015;10;"2015-10-01";14;"2015_10";"Jesieñ";17,0299641;51,1220648
"23040";3030;"";"";"Prusa Boles³awa  53/55 ";"bud.szkó³ i instytucji badawczych";"remont stolarki okiennej i drzwi zewnêtrznych  w budynku e-1 politechniki wroc³awskiej";"remont";"2015-10-05";"32944/15";"5750/15";"2015-10-26";2015;10;"2015-10-01";16;"2015_10";"Jesieñ";17,0547497;51,119011
"23041";3031;"";"";"Rydygiera Ludwika  43 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji-wykonanie na œcianie szczytowej budynku us³ugowego instalacji ""mozaika nadodrze """;" ÿÿ";"2015-08-26";"28165/15";"5751/15";"2015-10-26";2015;8;"2015-08-01";44;"2015_08";"Lato";17,0325509;51,1204401
"23042";3032;"";"";"Sienna 1 ";"bud.niemieszkalne pozosta³e";"odmowa";"remont";"2015-07-03";"21995/15";"5752/15";"2015-10-26";2015;7;"2015-07-01";82;"2015_07";"Lato";17,121692;51,1367429
"23043";3033;"";"";"Zyndrama Z Maszkowic 5/6 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"nowe";"2015-08-12";"26713/15";"5754/15";"2015-10-27";2015;8;"2015-08-01";55;"2015_08";"Lato";17,0272301;51,1154206
"23044";3034;"";"";"Pi³sudskiego Józefa Mar.  99 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"remont";"2015-08-27";"28366/15";"5762/15";"2015-10-27";2015;8;"2015-08-01";44;"2015_08";"Lato";17,0385376;51,1078852
"23045";3035;"";"";"Królewska  ";"ulice i drogi pozosta³e";"realizacja osiedlowego terenu rekreacyjno-wypoczynkowego z wewnêtrznymi ci¹gami komunikacyjnymi";"remont";"2015-07-31";"25485/15";"5764/15";"2015-10-27";2015;7;"2015-07-01";63;"2015_07";"Lato";17,1310609;51,1579857
"23046";3036;"";"";"Boñczyka Norberta Ks.  11 ";"bud.mieszkalne jednorodzinne";"remont i docieplenie dwóch budynków mieszkalnych jednorodzinnych w zabudowie bli¿niaczej";"remont";"2015-07-23";"24395/15";"5766/15";"2015-10-27";2015;7;"2015-07-01";69;"2015_07";"Lato";17,0382366;51,1357415
"23047";3037;"";"";"Koœciuszki Tad.Gen.Plac 126 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa mieszkania";"przebudowa";"2015-09-24";"31701/15";"5769/15";"2015-10-27";2015;9;"2015-09-01";24;"2015_09";"Jesieñ";17,0385376;51,1078852
"23048";3038;"";"";"Kozanowska  24 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-09-16";"30551/15";"5770/15";"2015-10-27";2015;9;"2015-09-01";30;"2015_09";"Jesieñ";16,978739;51,136548
"23049";3039;"";"";"Boles³awa Chrobrego  30 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gaz";"inst.wewnêtrzna";"2015-09-16";"30733/15";"5771/15";"2015-10-27";2015;9;"2015-09-01";30;"2015_09";"Jesieñ";17,034263;51,123219
"23050";3040;"";"";"Henrykowska  17 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-09-29";"32272/15";"5774/15";"2015-10-27";2015;9;"2015-09-01";21;"2015_09";"Jesieñ";17,0498443;51,0889382
"23051";3041;"";"";"Koœciuszki Tadeusza  11  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrzetrznej instalacji gazu i c.o.w lokalu mieszkalnym";"inst.wewnêtrzna";"2015-09-17";"30847/15";"5777/15";"2015-10-27";2015;9;"2015-09-01";29;"2015_09";"Jesieñ";17,0274373;51,1032031
"23052";3042;"";"";"Zwyciêska  33 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa 2 lokali us³ugowych";"przebudowa";"2015-09-28";"32165/15";"5779/15";"2015-10-27";2015;9;"2015-09-01";22;"2015_09";"Jesieñ";17,0058489;51,0601141
"23053";3043;"";"";"Maja 9  86 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu na gabinet lekarski";"przebudowa";"2015-08-07";"26135/15";"5780/15";"2015-10-27";2015;8;"2015-08-01";58;"2015_08";"Lato";17,0914319;51,1068689
"23054";3044;"";"";"KuŸnicza 29A ";"bud.handlowo-uslugowe";"remont dachu budynku us³ugowo-biurowego";"remont";"2015-10-06";"33113/15";"5781/15";"2015-10-27";2015;10;"2015-10-01";16;"2015_10";"Jesieñ";17,0346379;51,1127539
"23055";3045;"";"";"Haukego-Bosaka Józefa Gen.  15 ";"bud.o trzech i wiêcej mieszkaniach";"budowa instalacji gazowej oraz instalacji c.o.w lokalu mieszkalym";"inst.wewnêtrzna";"2015-09-07";"29388/15";"5784/15";"2015-10-28";2015;9;"2015-09-01";38;"2015_09";"Jesieñ";17,0448778;51,1049143
"23056";3046;"";"";"Chudoby Stanis³awa 8 ";"bud.handlowo-uslugowe";"przebudowa lokalu us³ugowego na pracowniê projektow¹";"przebudowa";"2015-09-22";"31347/15";"5788/15";"2015-10-28";2015;9;"2015-09-01";27;"2015_09";"Jesieñ";17,0545183;51,0970571
"23057";3047;"";"";"Komuny Paryskiej  78 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa elewacji budynku";"remont";"2015-09-11";"30060/15";"5790/15";"2015-10-28";2015;9;"2015-09-01";34;"2015_09";"Jesieñ";17,0499792;51,1002267
"23058";3048;"";"";"Zaolziañska  3A ";"bud.handlowo-uslugowe";"umorzenie";"zmiana spos.u¿ytk.";"2015-09-24";"31718/15";"5792/15";"2015-10-28";2015;9;"2015-09-01";25;"2015_09";"Jesieñ";17,0257809;51,096432
"23059";3049;"";"";"Mydlana 2 ";"ulice i drogi pozosta³e";"budowa podjazdu dla pojazdów zaopatrzenia na terenie fabryki";"nowe";"2015-09-24";"31755/15";"5795/15";"2015-10-28";2015;9;"2015-09-01";25;"2015_09";"Jesieñ";17,1142297;51,1207413
"23060";3050;"";"";"Powstañców Œl¹skich 178A ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa czêœci klatki schodowej na pomieszczenie gospodarcze w budynku mieszkalnym wielorodzinnym";"przebudowa";"2015-09-02";"28989/15";"5796/15";"2015-10-28";2015;9;"2015-09-01";41;"2015_09";"Jesieñ";17,010731;51,0824999
"23061";3051;"";"";"Œliwowa Aleja  ";"bud.o trzech i wiêcej mieszkaniach";"budowa dwóch budynków mieszkalnych wielorodzinnych";"nowe";"2015-09-30";"32359/15";"5797/15";"2015-10-28";2015;9;"2015-09-01";21;"2015_09";"Jesieñ";16,9436618;51,155335
"23062";3052;"";"";"Grabiszyñska 184 ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej oraz z³¹cza kablowego œn";"nowe";"2015-09-02";"29030/15";"5798/15";"2015-10-28";2015;9;"2015-09-01";41;"2015_09";"Jesieñ";16,9911539;51,0965299
"23063";3053;"";"";"Strzelecki Plac  ";"bud.szpitali i zak³.opieki medycznej";"budowa przy³¹cza wodociagowego , gazowego i kanalizacji sanitarnej i deszczowej";"przy³¹cze";"2015-10-05";"33022/15";"5799/15";"2015-10-28";2015;10;"2015-10-01";18;"2015_10";"Jesieñ";17,028297;51,1222702
"23064";3054;"";"";"Krzy¿owska  ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2015-06-23";"20431/15";"5801/15";"2015-10-28";2015;6;"2015-06-01";92;"2015_06";"Lato";16,9098382;51,1558487
"23065";3055;"";"";"¯eromskiego Stefana  41 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-09-09";"29777/15";"5802/15";"2015-10-28";2015;9;"2015-09-01";36;"2015_09";"Jesieñ";17,0487132;51,1230327
"23066";3056;"";"";"Skar¿yñskiego Stanis³awa Pp³k  ";"bud.handlowo-uslugowe";"budowa budynku us³ugowego ,zjazdu oraz przy³¹czy :wodociagowego,kanalizacji deszczowej i sanitarnej oraz zewnêtrznej instalacji gazu";"nowe";"2015-06-02";"17866/15";"5803/15";"2015-10-29";2015;6;"2015-06-01";108;"2015_06";"Lato";16,8997552;51,1080554
"23067";3057;"";"";"Szpacza  10 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ instalacji gazu i c.o. w budynku mieszkalnym";"inst.wewnêtrzna";"2015-09-24";"31652/15";"5806/15";"2015-10-29";2015;9;"2015-09-01";26;"2015_09";"Jesieñ";17,0809647;51,1332085
"23068";3058;"";"";"Awicenny Ibn Siny  14 ";"zbiorniki,silosy i bud.magazynowe";"remont hali magazynowej";"przebudowa";"2015-10-08";"33346/15";"5807/15";"2015-10-29";2015;10;"2015-10-01";16;"2015_10";"Jesieñ";16,9501607;51,092512
"23069";3059;"";"";"Boles³awa Chrobrego  16  ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-09-07";"29429/15";"5808/15";"2015-10-29";2015;9;"2015-09-01";39;"2015_09";"Jesieñ";17,0346337;51,1218966
"23070";3060;"";"";"Zaporoska  ";"";"urz¹dzenie terenu rekreacyjnego";"";"2015-10-19";"34670/15";"5810/15";"2015-10-29";2015;10;"2015-10-01";9;"2015_10";"Jesieñ";17,0148715;51,096596
"23071";3061;"";"";"Braterska 14B ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa/powiekszenie/ otworu drzwiowego wejœcia do budynku mieszkalnego wielorodzinnego";"przebudowa";"2015-10-13";"33956/15";"5812/15";"2015-10-29";2015;10;"2015-10-01";13;"2015_10";"Jesieñ";16,997011;51,064208
"23072";3062;"";"";"¯michowskiej Narcyzy 3 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-09-22";"31417/15";"5814/15";"2015-10-29";2015;9;"2015-09-01";28;"2015_09";"Jesieñ";17,1101235;51,1069393
"23073";3063;"";"";"Januszowicka  8A ";"bud.mieszkalne jednorodzinne";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2015-09-29";"32254/15";"5816/15";"2015-10-29";2015;9;"2015-09-01";23;"2015_09";"Jesieñ";17,013883;51,084345
"23074";3064;"";"";"Kowalska 143 ";"obiekty in¿ynierii l¹dowej i wodnej pozosta³e";"posadowienie dwóch silosów na granulat polipropylenowy";"nowe";"2015-09-09";"29712/15";"5818/15";"2015-10-29";2015;9;"2015-09-01";37;"2015_09";"Jesieñ";17,1146147;51,1268343
"23075";3065;"";"";"Powstañców Œl¹skich 2-4 ";"bud.handlowo-uslugowe";"przebudowa lokalu w cenrtum handlowym";"przebudowa";"2015-09-03";"29098/15";"5819/15";"2015-10-29";2015;9;"2015-09-01";41;"2015_09";"Jesieñ";17,028845;51,099323
"23076";3066;"";"";"Szymanowskiego Karola 6 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-09-28";"32044/15";"5820/15";"2015-10-29";2015;9;"2015-09-01";24;"2015_09";"Jesieñ";17,0831619;51,1183011
"23077";3067;"";"";"Traugutta Romualda Gen. 133 ";"bud.o trzech i wiêcej mieszkaniach";"budowa wewnêtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2015-09-22";"31315/15";"5821/15";"2015-10-29";2015;9;"2015-09-01";28;"2015_09";"Jesieñ";17,0551149;51,0986478
"23078";3068;"";"";"Ruska 46C ";"bud.handlowo-uslugowe";"remont i przebudowa lokalu u¿ytkowego na salê pró dla wroclawskich kameralistów w budynku";"remont";"2015-09-22";"31386/15";"5822/15";"2015-10-29";2015;9;"2015-09-01";28;"2015_09";"Jesieñ";17,0245624;51,1099712
"23079";3069;"";"";"Krzemieniecka  ";"ulice i drogi pozosta³e";"budowa zjazdu";"nowe";"2015-09-18";"30976/15";"5825/15";"2015-10-29";2015;9;"2015-09-01";30;"2015_09";"Jesieñ";16,9596867;51,0961681
"23080";3070;"";"";"Wo³odyjowskiej Basi  ";"bud.o dwóch mieszkaniach";"budowa osiedla budynków mieszkalnych";"nowe";"2015-09-01";"28772/15";"5826/15";"2015-10-29";2015;9;"2015-09-01";43;"2015_09";"Jesieñ";17,0385376;51,1078852
"23081";3071;"";"";"Grobla £anieska  ";"linie elektroener.i telekom.rozdzielcz.";"umorzenie";"nowe";"2015-08-28";"28394/15";"5827/15";"2015-10-30";2015;8;"2015-08-01";46;"2015_08";"Lato";17,1265571;51,103381
"23082";3072;"";"";"Damrota Konstantego Ks.  31 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-09-04";"29333/15";"5828/15";"2015-10-30";2015;9;"2015-09-01";41;"2015_09";"Jesieñ";17,0557108;51,1254195
"23083";3073;"";"";"Œwidnicka  42 ";"";"montaz neonu reklamowego";"reklama";"2015-09-17";"30808/15";"5830/15";"2015-10-30";2015;9;"2015-09-01";32;"2015_09";"Jesieñ";17,029948;51,1020539
"23084";3074;"";"";"Partyzantów  14 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"przebudowa";"2015-07-09";"22730/15";"5833/15";"2015-10-30";2015;7;"2015-07-01";82;"2015_07";"Lato";17,093878;51,1080119
"23085";3075;"";"";"£adna  21 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku mieszkalnym";"przebudowa";"2015-09-14";"30374/15";"5834/15";"2015-10-30";2015;9;"2015-09-01";35;"2015_09";"Jesieñ";17,055666;51,1142309
"23086";3076;"";"";"Grunwaldzka  14-16 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa balkonów w elewacji tylnej budynku mieszkalnego wielorodzinnego";"przebudowa";"2015-09-22";"31426/15";"5835/15";"2015-10-30";2015;9;"2015-09-01";29;"2015_09";"Jesieñ";17,0566273;51,1148404
"23087";3077;"";"";"Krzy¿owska 8 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-08-21";"27787/15";"5836/15";"2015-10-30";2015;8;"2015-08-01";51;"2015_08";"Lato";16,9098368;51,1559425
"23088";3078;"";"";"Cha³ubiñskiego Tytusa 4 ";"bud.szkó³ i instytucji badawczych";"przebudowa i remont budynku katedry zak³adu mikrobiologii";"remont";"2015-09-24";"31754/15";"5837/15";"2015-10-30";2015;9;"2015-09-01";27;"2015_09";"Jesieñ";17,0663452;51,1105429
"23089";3079;"";"";"Bazyliowa  ";"bud.o dwóch mieszkaniach";"budowa 2 budynków jednorodzinnych";"nowe";"2015-10-13";"33885/15";"5839/15";"2015-10-30";2015;10;"2015-10-01";14;"2015_10";"Jesieñ";17,0020369;51,174609
"23090";3080;"";"";"Kowalska 143 ";"bud.przemys³owe";"realizacja pomostu";"urz¹dzenie";"2015-09-24";"31643/15";"5840/15";"2015-10-30";2015;9;"2015-09-01";27;"2015_09";"Jesieñ";17,1146147;51,1268343
"23091";3081;"";"";"Samborska 3-5-7";"obiekty kulturalne ogólnodostêpne";"budowa budynku oœwiaty-""klub formaty """;"nowe";"2015-08-06";"25997/15";"5841/15";"2015-10-30";2015;8;"2015-08-01";62;"2015_08";"Lato";16,9436931;51,0975199
"23092";3082;"";"";"¯wirowa 21 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-08-28";"28548/15";"5843/15";"2015-10-30";2015;8;"2015-08-01";46;"2015_08";"Lato";16,8807248;51,1392237
"23093";3083;"";"";"Strzegomska  ";"bud.szkó³ i instytucji badawczych";"budowa budynku centrum badawczo rozwojowego";"nowe";"2015-08-18";"27224/15";"5851/15";"2015-11-03";2015;8;"2015-08-01";56;"2015_08";"Lato";16,9779648;51,1141757
"23094";3084;"";"";"Tkacka  40-42 ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego wielorodzinnego";"nowe";"2015-09-14";"30286/15";"5856/15";"2015-11-03";2015;9;"2015-09-01";37;"2015_09";"Jesieñ";16,9590128;51,137041
"23095";3085;"";"";"Moœcickiego Ignacego  50  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-10-08";"33488/15";"5857/15";"2015-11-03";2015;10;"2015-10-01";19;"2015_10";"Jesieñ";17,0955882;51,0511329
"23096";3086;"";"";"Moœcickiego Ignacego  49  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-10-08";"33490/15";"5861/15";"2015-11-03";2015;10;"2015-10-01";19;"2015_10";"Jesieñ";17,0953273;51,0513142
"23097";3087;"";"";"Jerzmanowska  ";"linie elektroener.i telekom.rozdzielcz.";"budowa stacji kontenerowej";"nowe";"2015-06-24";"20486/15";"5866/15";"2015-11-03";2015;6;"2015-06-01";95;"2015_06";"Lato";16,8887277;51,12498
"23098";3088;"";"";"Moœcickiego Ignacego  49  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ instalacji gazu w budynku mieszkalnym";"inst.wewnêtrzna";"2015-10-08";"33489/15";"5867/15";"2015-11-03";2015;10;"2015-10-01";19;"2015_10";"Jesieñ";17,0953273;51,0513142
"23099";3089;"";"";"Mazepy  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa gazoci¹gu";"nowe";"2015-09-28";"32158/15";"5870/15";"2015-11-03";2015;9;"2015-09-01";27;"2015_09";"Jesieñ";17,1213961;51,1394526
"23100";3090;"";"";"Szewczenki Tarasa 29D ";"bud.mieszkalne jednorodzinne";"odmowa";"nowe";"2015-09-01";"28895/15";"5871/15";"2015-11-03";2015;9;"2015-09-01";46;"2015_09";"Jesieñ";17,1322448;51,1373795
"23101";3091;"";"";"Ubocze  ";"ulice i drogi pozosta³e";"budowa odcinka drogi";"nowe";"2015-10-02";"32776/15";"5875/15";"2015-11-03";2015;10;"2015-10-01";23;"2015_10";"Jesieñ";17,1649797;51,1045838
"23102";3092;"";"";"Œlusarska 6  ";"bud.mieszkalne jednorodzinne";"rozbudowa i przebudowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"rozbudowa";"2015-08-20";"27582/15";"5878/15";"2015-11-03";2015;8;"2015-08-01";54;"2015_08";"Lato";16,989425;51,084569
"23103";3093;"";"";"  ";"linie elektroener.i telekom.rozdzielcz.";"budowa stacji transformatorowej";"nowe";"2015-09-28";"32167/15";"5883/15";"2015-11-04";2015;9;"2015-09-01";28;"2015_09";"Jesieñ";17,0385376;51,1078852
"23104";3094;"";"";"Œwidnicka  53 ";"bud.biurowe";"przebudowa budynku biurowo-us³ugowego";"przebudowa";"2015-11-04";"36443/15";"5886/15";"2015-11-04";2015;11;"2015-11-01";1;"2015_11";"Jesieñ";17,028536;51,100961
"23105";3095;"";"";"Ksiêcia Witolda  49  ";"bud.handlowo-uslugowe";"przebudowa lokalu handlowego nr 29 w budynku na gabinet stomatologiczny";"przebudowa";"2015-10-09";"33610/15";"5890/15";"2015-11-04";2015;10;"2015-10-01";19;"2015_10";"Jesieñ";17,025478;51,115545
"23106";3096;"";"";"G³ogowska  31 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji wraz z dociepleniem œcian budynku";"remont";"2015-09-23";"31521/15";"5892/15";"2015-11-04";2015;9;"2015-09-01";31;"2015_09";"Jesieñ";17,003439;51,11888
"23107";3097;"";"";"Barycka 6  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa dwóch lokali mieszkalnych nr 1a i 1a w celu po³¹czenia w jeden lokal mieszkalny w budynku wielorodzinnym";"przebudowa";"2015-09-21";"31296/15";"5894/15";"2015-11-04";2015;9;"2015-09-01";33;"2015_09";"Jesieñ";17,0467209;51,120235
"23108";3098;"";"";"Fabryczna  10 ";"bud.handlowo-uslugowe";"przebudowa instalacji wentylacji i instalacji grzewczej w hali d2";"inst.wewnêtrzna";"2015-09-25";"31962/15";"5895/15";"2015-11-04";2015;9;"2015-09-01";29;"2015_09";"Jesieñ";16,9913515;51,1118866
"23109";3099;"";"";"KuŸnicza  21-22 ";"bud.szkó³ i instytucji badawczych";"remont fragmentu stropu nad piwnic¹";"remont";"2015-09-01";"28853/15";"5896/15";"2015-11-04";2015;9;"2015-09-01";47;"2015_09";"Jesieñ";17,0343099;51,1120249
"23110";3100;"";"";"Gwarna  11 ";"bud.o trzech i wiêcej mieszkaniach";"montaz instalacji gazu w budynku mieszkalnym";"inst.wewnêtrzna";"2015-08-31";"28567/15";"5900/15";"2015-11-04";2015;8;"2015-08-01";48;"2015_08";"Lato";17,0373748;51,1007846
"23111";3101;"";"";"Lompy Józefa  14 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa czêœci poddasza na lokal mieszkalny w budynku mieszkalnym wielorodzinnym";"przebudowa";"2015-09-01";"28875/15";"5902/15";"2015-11-04";2015;9;"2015-09-01";47;"2015_09";"Jesieñ";17,0547206;51,1240266
"23112";3102;"";"";"S¹dowa 9 ";"bud.o trzech i wiêcej mieszkaniach";"remont balkonów w budynku mieszkalnym wielorodzinnym";"remont";"2015-09-23";"31499/15";"5903/15";"2015-11-04";2015;9;"2015-09-01";31;"2015_09";"Jesieñ";17,0232059;51,1048959
"23113";3103;"";"";"£opianowa  19 ";"bud.mieszkalne jednorodzinne";"rozbudowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"rozbudowa";"2015-06-08";"18314/15";"5904/15";"2015-11-04";2015;6;"2015-06-01";108;"2015_06";"Lato";17,00509;51,1693209
"23114";3104;"";"";"Starogajowa 65  ";"bud.mieszkalne jednorodzinne";"umorzenie";"przebudowa";"2015-08-31";"28568/15";"5905/15";"2015-11-04";2015;8;"2015-08-01";48;"2015_08";"Lato";16,8947984;51,1503758
"23115";3105;"";"";"Niborska  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2015-08-03";"25529/15";"5906/15";"2015-11-05";2015;8;"2015-08-01";69;"2015_08";"Lato";17,1065123;51,1300297
"23116";3106;"";"";"Ruska  45  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego wraz z monta¿em wewn. instalacji gazowej i wod-kan w budynku mieszkalno-us³ugowym";"przebudowa";"2015-09-18";"30932/15";"5910/15";"2015-11-05";2015;9;"2015-09-01";35;"2015_09";"Jesieñ";17,0244909;51,110613
"23117";3107;"";"";"Krupnicza 9  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2015-08-03";"25602/15";"5912/15";"2015-11-05";2015;8;"2015-08-01";69;"2015_08";"Lato";17,0264059;51,1080879
"23118";3108;"";"";"Pauliñska 10A ";"bud.o trzech i wiêcej mieszkaniach";"remont dachu budynku mieszkalnego wielorodzinnego";"remont";"2015-10-07";"33269/15";"5917/15";"2015-11-05";2015;10;"2015-10-01";22;"2015_10";"Jesieñ";17,0336121;51,1203594
"23119";3109;"";"";"Nulla Franciszka P³k  27  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym nr 2";"inst.wewnêtrzna";"2015-09-18";"31060/15";"5919/15";"2015-11-05";2015;9;"2015-09-01";35;"2015_09";"Jesieñ";17,0998715;51,1073644
"23120";3110;"";"";"Koœciuszki Tadeusza 3  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnetrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2015-10-01";"32651/15";"5920/15";"2015-11-05";2015;10;"2015-10-01";26;"2015_10";"Jesieñ";17,0265677;51,1033657
"23121";3111;"";"";"Piaskowa 5  ";"bud.handlowo-uslugowe";"przebudowa lokalu us³ugowego na lokal gastronomiczny-kawiarniê w budynku mieszkalno-us³ugowym";"przebudowa";"2015-09-04";"29236/15";"5921/15";"2015-11-05";2015;9;"2015-09-01";45;"2015_09";"Jesieñ";17,0396149;51,1118139
"23122";3112;"";"";"Bema Józefa Gen. 3 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu u¿ytkowego na lokal mieszkalny wraz z przebudow¹ i zadaszeniem tarasu w oficynie budynku mieszkalnego wielorodzinnego";"przebudowa";"2015-07-31";"25431/15";"5922/15";"2015-11-05";2015;7;"2015-07-01";70;"2015_07";"Lato";17,0421019;51,1165598
