"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"data_miesiac";"pora_roku";"lon";"lat"
"24805";1172;"";"";"Nowowiejska  27 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2016-03-24";"9274/16";"2287/16";"2016-05-17";2016;3;"2016-03-01";39;"2016_03";"Wiosna";17,049208;51,1230989
"24806";1173;"";"";"Pr¹dzyñskiego Ignacego Gen. 8 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji budynku wielorodzinnego";"remont";"2016-05-02";"14178/16";"2288/16";"2016-05-17";2016;5;"2016-05-01";12;"2016_05";"Wiosna";17,0518368;51,1010488
"24807";1174;"";"";"Chudoby Stanis³awa  18 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-03-18";"8542/16";"2290/16";"2016-05-17";2016;3;"2016-03-01";43;"2016_03";"Wiosna";17,0541478;51,0962371
"24808";1175;"";"";"Conrada-Korzeniowskiego Józefa Wyb. 13A  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej dla lokalu mieszkalnego w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-03-23";"9169/16";"2291/16";"2016-05-17";2016;3;"2016-03-01";40;"2016_03";"Wiosna";17,0338032;51,1299879
"24809";1176;"";"";"Garwoliñska 5 ";"bud.mieszkalne jednorodzinne";"umorzenie";"rozbudowa";"2016-02-22";"5462/16";"2294/16";"2016-05-18";2016;2;"2016-02-01";63;"2016_02";"Zima";17,0158369;51,0768409
"24810";1177;"";"";"  ";"linie elektroener.i telekom.rozdzielcz.";"budowa bezobs³ugowej stacji bazowej telefonii komórkowej sieci play nr.wro1201";"nowe";"2016-03-02";"6558/16";"2300/16";"2016-05-18";2016;3;"2016-03-01";56;"2016_03";"Wiosna";17,0385376;51,1078852
"24811";1178;"";"";"Zag³oby Onufrego 40A ";"bud.mieszkalne jednorodzinne";"montaz wewnetrznej instalacji gazu dla budynku mieszkalnego";"inst.wewnêtrzna";"2016-03-18";"8700/16";"2301/16";"2016-05-18";2016;3;"2016-03-01";44;"2016_03";"Wiosna";16,928873;51,1176138
"24812";1179;"";"";"Wolska 1  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu dla lokalu mieszkalnego";"inst.wewnêtrzna";"2016-03-21";"8908/16";"2302/16";"2016-05-18";2016;3;"2016-03-01";43;"2016_03";"Wiosna";16,8689673;51,1458419
"24813";1180;"";"";"Kowarzyka Hugona  ";"bud.o trzech i wiêcej mieszkaniach";"budowa zespo³u budynków mieszkalnych wielorodzinnych";"nowe";"2016-04-29";"13846/16";"2303/16";"2016-05-18";2016;4;"2016-04-01";14;"2016_04";"Wiosna";17,042662;51,1582953
"24814";1181;"";"";"Jaœminowa  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolnostoj¹cego wraz z niezbêdn¹ infrastruktur¹ techniczn¹ i zagospodarowaniem terenu, z wy³¹czeniem przy³¹cza wody.";"nowe";"2016-03-04";"7037/16";"2305/16";"2016-05-18";2016;3;"2016-03-01";54;"2016_03";"Wiosna";16,9941139;51,0496918
"24815";1182;"";"";"Libelta Karola 2  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-04-25";"13153/16";"2306/16";"2016-05-18";2016;4;"2016-04-01";18;"2016_04";"Wiosna";17,1064935;51,1107427
"24816";1183;"";"";"Fabryczna  12 ";"bud.przemys³owe";"przebudowa hali w-1 w obrêbie torów t22 i t23 na potrzeby linii malarskiej";"przebudowa";"2016-04-21";"12841/16";"2309/16";"2016-05-18";2016;4;"2016-04-01";20;"2016_04";"Wiosna";16,9889779;51,1120014
"24817";1184;"";"";"Maleczyñskich Ewy I Karola  87 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego w zabudowie szeregowej wraz z infrastruktur¹";"nowe";"2016-04-18";"12394/16";"2312/16";"2016-05-18";2016;4;"2016-04-01";23;"2016_04";"Wiosna";16,9761306;51,0728605
"24818";1185;"";"";"Grabiszyñska  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa sieci gazowej";"przebudowa";"2016-03-23";"9212/16";"2313/16";"2016-05-18";2016;3;"2016-03-01";41;"2016_03";"Wiosna";16,9939195;51,0979706
"24819";1186;"";"";"Grabiszyñska 309 ";"linie elektroener.i telekom.rozdzielcz.";"budowa i rozbiórka sieci elektroenergetycznej";"przebudowa";"2016-03-22";"9102/16";"2314/16";"2016-05-18";2016;3;"2016-03-01";42;"2016_03";"Wiosna";16,9775557;51,0917843
"24820";1187;"";"";"Balzaka Honoriusza  87 ";"bud.mieszkalne jednorodzinne";"montaz wewnetrznej instalacaji gazu w budynku mieszkalnym";"inst.wewnêtrzna";"2016-05-18";"16054/16";"2316/16";"2016-05-18";2016;5;"2016-05-01";1;"2016_05";"Wiosna";16,958727;51,0783541
"24821";1188;"";"";"Ciep³a 8  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu dla lokalu mieszkalnego";"inst.wewnêtrzna";"2016-04-11";"11478/16";"2318/16";"2016-05-18";2016;4;"2016-04-01";28;"2016_04";"Wiosna";17,0363009;51,0926207
"24822";1189;"";"";"Balzaka Honoriusza  65 ";"bud.mieszkalne jednorodzinne";"monta¿ wewnêtrznej instalacji gazu w budynku mieszkalnym";"inst.wewnêtrzna";"2016-04-19";"12564/16";"2320/16";"2016-05-18";2016;4;"2016-04-01";22;"2016_04";"Wiosna";16,9581959;51,0777574
"24823";1190;"";"";"Steinhausa Hugona 4 ";"ruroci¹gi gazu sieci rozdzielczej";"budowa gazociagu œæ dla budynku mieszkalnego";"nowe";"2016-03-23";"9211/16";"2321/16";"2016-05-18";2016;3;"2016-03-01";41;"2016_03";"Wiosna";16,9760213;51,0737069
"24824";1191;"";"";"Œlê¿na 134  ";"bud.handlowo-uslugowe";"przebudowa elewacji w budynku u¿ytecznoœci publicznej handlowo-us³ugowym";"przebudowa";"2016-03-16";"8236/16";"2325/16";"2016-05-18";2016;3;"2016-03-01";46;"2016_03";"Wiosna";17,0231765;51,0805555
"24825";1192;"";"";"Bia³owieska  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowych œredniego napiêcia w rejonie ulicy";"nowe";"2016-03-23";"9124/16";"2329/16";"2016-05-18";2016;3;"2016-03-01";41;"2016_03";"Wiosna";16,993441;51,12731
"24826";1193;"";"";"Duñska  11 ";"bud.biurowe";"przebudowa budynku sigma";"przebudowa";"2016-05-06";"14578/16";"2330/16";"2016-05-18";2016;5;"2016-05-01";9;"2016_05";"Wiosna";16,9743647;51,109475
"24827";1194;"";"";"Balzaka Honoriusza  67 ";"bud.mieszkalne jednorodzinne";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2016-04-19";"12565/16";"2332/16";"2016-05-18";2016;4;"2016-04-01";22;"2016_04";"Wiosna";16,958241;51,0778115
"24828";1195;"";"";"Wspólna  ";"linie elektroener.i telekom.rozdzielcz.";"odmowa";"przebudowa";"2016-03-22";"8991/16";"2335/16";"2016-05-19";2016;3;"2016-03-01";43;"2016_03";"Wiosna";17,0414694;51,0480186
"24829";1196;"";"";"Ga³owska  ";"bud.mieszkalne jednorodzinne";"umorzenie postêpowania";"nowe";"2016-04-05";"10730/16";"2337/16";"2016-05-19";2016;4;"2016-04-01";33;"2016_04";"Wiosna";16,8580096;51,1172339
"24830";1197;"";"";"Jednoœci Narodowej  59 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"remont";"2015-10-13";"34002/15";"2340/16";"2016-05-19";2015;10;"2015-10-01";158;"2015_10";"Jesieñ";17,039987;51,119912
"24831";1198;"";"";"S³owiañska  13  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2016-03-11";"7711/16";"2341/16";"2016-05-19";2016;3;"2016-03-01";50;"2016_03";"Wiosna";17,0406272;51,1233827
"24832";1199;"";"";"Wagonowa 6 ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"budowa konstrukcji zabezpieczajacej ciep³oci¹g";"urz¹dzenie";"2016-03-16";"8255/16";"2342/16";"2016-05-19";2016;3;"2016-03-01";47;"2016_03";"Wiosna";16,989188;51,1130039
"24833";1200;"";"";"Œredzka  21  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu i c.o.w budynku mieszkalnym";"inst.wewnêtrzna";"2016-04-08";"11174/16";"2343/16";"2016-05-19";2016;4;"2016-04-01";30;"2016_04";"Wiosna";16,8692445;51,1455246
"24834";1201;"";"";"Lubawska  17 ";"bud.o dwóch mieszkaniach";"budowa czterech budynków mieszkalnych";"nowe";"2016-02-11";"4256/16";"2344/16";"2016-05-19";2016;2;"2016-02-01";71;"2016_02";"Zima";17,0385376;51,1078852
"24835";1202;"";"";"Wyspa S³odowa 7 ";"bud.o trzech i wiêcej mieszkaniach";"remont i przebudowa kamienicy na dom kultury";"przebudowa";"2016-04-07";"11097/16";"2347/16";"2016-05-19";2016;4;"2016-04-01";31;"2016_04";"Wiosna";17,0392099;51,1161664
"24836";1203;"";"";"Matuszka Józefa Ks.  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2016-03-22";"9105/16";"2348/16";"2016-05-19";2016;3;"2016-03-01";43;"2016_03";"Wiosna";16,8650517;51,1239006
"24837";1204;"";"";"Michalczyka Kazimierza 5 ";"ulice i drogi pozosta³e";"przebudowa fragmentu ulicy wraz z kanalizacj¹ deszczow¹ oraz sieci¹ kablow¹ sn i nn dla budynku biurowo-us³ugowego z gara¿em podziemnym";"przebudowa";"2016-03-18";"8729/16";"2352/16";"2016-05-19";2016;3;"2016-03-01";45;"2016_03";"Wiosna";17,0186591;51,1212471
"24838";1205;"";"";"Powstañców Œl¹skich 2 ";"bud.handlowo-uslugowe";"przebudowa lokalu w budynku biurowo-handlowym";"przebudowa";"2016-03-21";"8779/16";"2353/16";"2016-05-19";2016;3;"2016-03-01";44;"2016_03";"Wiosna";17,027843;51,099796
"24839";1206;"";"";"Nowy Targ Plac  ";"";"zielone œciany na elewacjach pawilonów wejœciowych do parkingu";"";"2016-03-24";"9417/16";"2354/16";"2016-05-19";2016;3;"2016-03-01";41;"2016_03";"Wiosna";17,0383774;51,110766
"24840";1207;"";"";"Jednoœci Narodowej 169 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa pomieszczeñ suszarni w budynku wielorodzinnym";"przebudowa";"2016-05-02";"14083/16";"2355/16";"2016-05-19";2016;5;"2016-05-01";14;"2016_05";"Wiosna";17,0488047;51,1267682
"24841";1208;"";"";"Pr¹dzyñskiego Ignacego Gen. 7  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu dla lokalu mieszkalnego w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-03-23";"9145/16";"2358/16";"2016-05-19";2016;3;"2016-03-01";42;"2016_03";"Wiosna";17,0514562;51,1012795
"24842";1209;"";"";"Na Grobli  34 ";"ruroci¹gi gazu sieci rozdzielczej";"umorzenie postêpowania";"przebudowa";"2016-04-08";"11162/16";"2359/16";"2016-05-19";2016;4;"2016-04-01";30;"2016_04";"Wiosna";17,064911;51,103094
"24843";1210;"";"";"Tomaszowska 6  ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2016-03-24";"9489/16";"2360/16";"2016-05-19";2016;3;"2016-03-01";41;"2016_03";"Wiosna";17,039157;51,090424
"24844";1211;"";"";"Krotoszyñska  28 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego z elementami infrastruktury technicznej";"nowe";"2016-02-24";"5793/16";"2361/16";"2016-05-19";2016;2;"2016-02-01";62;"2016_02";"Zima";16,99567;51,1417702
"24845";1212;"";"";"Na Grobli  ";"ruroci¹gi gazu sieci rozdzielczej";"przebudowa gazoci¹gu n/c";"przebudowa";"2016-04-27";"13637/16";"2363/16";"2016-05-19";2016;4;"2016-04-01";17;"2016_04";"Wiosna";17,073985;51,099855
"24846";1213;"";"";"Tunelowa  ";"bud.mieszkalne jednorodzinne";"budowa piêciu budynków mieszkalnych jednorodzinnych w zabudowie szeregowej";"nowe";"2016-03-15";"8141/16";"2364/16";"2016-05-19";2016;3;"2016-03-01";48;"2016_03";"Wiosna";17,0647184;51,0632866
"24847";1214;"";"";"Powstañców Œl¹skich  95 ";"bud.biurowe";"przebudowa budynku mieszkalno-uslugowego";"przebudowa";"2016-04-13";"11808/16";"2365/16";"2016-05-19";2016;4;"2016-04-01";27;"2016_04";"Wiosna";17,0198484;51,0939798
"24848";1215;"";"";"Rêdziñska  50 ";"bud.o dwóch mieszkaniach";"budowa zespo³u budynków mieszkalnych";"nowe";"2016-04-19";"12581/16";"2366/16";"2016-05-19";2016;4;"2016-04-01";23;"2016_04";"Wiosna";16,9472491;51,1542419
"24849";1216;"";"";"Jerzmanowska  4C ";"zbiorniki,silosy i bud.magazynowe";"monta¿ wewnêtrznej instalacji gazowej w budynku";"inst.wewnêtrzna";"2016-03-30";"10036/16";"2367/16";"2016-05-19";2016;3;"2016-03-01";37;"2016_03";"Wiosna";16,899936;51,126755
"24850";1217;"";"";"Wo³yñska  12 ";"bud.mieszkalne jednorodzinne";"rozbudowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"rozbudowa";"2016-04-18";"12423/16";"2368/16";"2016-05-19";2016;4;"2016-04-01";24;"2016_04";"Wiosna";16,9570149;51,123092
"24851";1218;"";"";"Konarskiego Szymona 2  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2016-02-24";"5838/16";"2369/16";"2016-05-19";2016;2;"2016-02-01";62;"2016_02";"Zima";17,1047705;51,1129508
"24852";1219;"";"";"Œwieradowska 45A ";"bud.o trzech i wiêcej mieszkaniach";"zabudowa podcienia balkonu";"przebudowa";"2016-03-09";"7527/16";"2374/16";"2016-05-19";2016;3;"2016-03-01";52;"2016_03";"Wiosna";17,0401409;51,076733
"24853";1220;"";"";"Traugutta Romualda Gen.  67  ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2016-04-27";"13507/16";"2375/16";"2016-05-19";2016;4;"2016-04-01";17;"2016_04";"Wiosna";17,0497003;51,1029164
"24854";1221;"";"";"Zaleskiego Bohdana  11  ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-04-27";"13508/16";"2376/16";"2016-05-19";2016;4;"2016-04-01";17;"2016_04";"Wiosna";17,0390641;51,1399746
"24855";1222;"";"";"Grawerska  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego wraz z niezbêdna infrastruktur¹";"nowe";"2016-04-08";"11294/16";"2379/16";"2016-05-19";2016;4;"2016-04-01";30;"2016_04";"Wiosna";17,0128122;51,173463
"24856";1223;"";"";"Stein Edyty B³ogos³awionej  14 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji frontowej wraz z dociepleniem elewacji podwórzowej i szczytowych wielorodzinnego budynku mieszkalnego";"remont";"2016-03-14";"7948/16";"2380/16";"2016-05-19";2016;3;"2016-03-01";49;"2016_03";"Wiosna";17,0505298;51,1222094
"24857";1224;"";"";"Curie-Sk³odowskiej Marii  47 ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2016-03-30";"9956/16";"2381/16";"2016-05-19";2016;3;"2016-03-01";37;"2016_03";"Wiosna";17,0624128;51,1102125
"24858";1225;"";"";"¯eromskiego Stefana  35 ";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnetrznej instalacji gazowej w lokalu mieszkalnym";"inst.wewnêtrzna";"2016-05-06";"14580/16";"2384/16";"2016-05-20";2016;5;"2016-05-01";11;"2016_05";"Wiosna";17,0483042;51,1226631
"24859";1226;"";"";"Pi³sudskiego Józefa Mar.  18 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie postepowania";"przebudowa";"2016-03-17";"8521/16";"2385/16";"2016-05-20";2016;3;"2016-03-01";47;"2016_03";"Wiosna";17,0385376;51,1078852
"24860";1227;"";"";"Wittiga Edwarda 7 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2016-02-18";"5045/16";"2389/16";"2016-05-20";2016;2;"2016-02-01";67;"2016_02";"Zima";17,0841835;51,1022689
"24861";1228;"";"";"Skoczylasa W³adys³awa  39 ";"bud.mieszkalne jednorodzinne";"rozbudowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"rozbudowa";"2016-03-03";"6774/16";"2393/16";"2016-05-20";2016;3;"2016-03-01";57;"2016_03";"Wiosna";16,8717319;51,1401258
"24862";1229;"";"";"Lelewela Joachima  13  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego wraz z monta¿em wewnêtrznej instalacji gazowej w budynku wielorodzinnym";"przebudowa";"2016-03-07";"7221/16";"2394/16";"2016-05-20";2016;3;"2016-03-01";55;"2016_03";"Wiosna";17,0217758;51,1028559
"24863";1230;"";"";"Rynek 9 ";"bud.biurowe";"remont drzwi w budynku bankowo-biurowym";"remont";"2016-04-20";"12664/16";"2395/16";"2016-05-20";2016;4;"2016-04-01";23;"2016_04";"Wiosna";17,0303728;51,1099507
"24864";1231;"";"";"Wincentego Œw. 9 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji frontowej oraz elewacji podworzowej wraz z dociepleniem budynku mieszkalnego";"remont";"2016-03-23";"9114/16";"2398/16";"2016-05-20";2016;3;"2016-03-01";43;"2016_03";"Wiosna";17,0324646;51,1221742
"24865";1232;"";"";"Grecka  46 ";"bud.mieszkalne jednorodzinne";"umorzenie postêpowania";"przebudowa";"2016-05-09";"14802/16";"2399/16";"2016-05-20";2016;5;"2016-05-01";10;"2016_05";"Wiosna";16,962125;51,107268
"24866";1233;"";"";"Krakowska 180B ";"ruroci¹gi gazu sieci rozdzielczej";"umorzenie";"przebudowa";"2016-04-14";"11979/16";"2400/16";"2016-05-20";2016;4;"2016-04-01";27;"2016_04";"Wiosna";17,077469;51,082286
"24867";1234;"";"";"Uniwersytecki Plac 1 ";"bud.szkó³ i instytucji badawczych";"odmowa";"przebudowa";"2016-04-05";"10621/16";"2402/16";"2016-05-20";2016;4;"2016-04-01";34;"2016_04";"Wiosna";17,0338528;51,1139545
"24868";1235;"";"";"Roentgena Wilhelma  12 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-04-11";"11409/16";"2405/16";"2016-05-20";2016;4;"2016-04-01";30;"2016_04";"Wiosna";17,0632748;51,1152777
"24869";1236;"";"";"Drogos³awicka  25  ";"bud.mieszkalne jednorodzinne";"rozbudowa budynku  jednorodzinnego";"rozbudowa";"2016-04-08";"11305/16";"2422/16";"2016-05-23";2016;4;"2016-04-01";32;"2016_04";"Wiosna";16,901243;51,1455119
"24870";1237;"";"";"Hallera Józefa Gen. Aleja 172  ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-04-07";"11015/16";"2423/16";"2016-05-23";2016;4;"2016-04-01";33;"2016_04";"Wiosna";16,9841603;51,0915241
"24871";1238;"";"";"Budziszyñska  26  ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2016-04-13";"11731/16";"2424/16";"2016-05-23";2016;4;"2016-04-01";29;"2016_04";"Wiosna";16,9622439;51,113298
"24872";1239;"";"";"Iwaszkiewicza Jaros³awa  ";"ulice i drogi pozosta³e";"budowa odcinka drogi 5kd-l";"nowe";"2016-03-15";"8115/16";"2425/16";"2016-05-23";2016;3;"2016-03-01";50;"2016_03";"Wiosna";17,0385376;51,1078852
"24873";1240;"";"";"Œlê¿na 146 ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku mieszkalnego z gara¿em podziemnym oraz rozbiórce budynków gospodarczych";"nowe";"2012-04-27";"14602/12";"2426/16";"2016-05-23";2012;4;"2012-04-01";1062;"2012_04";"Wiosna";17,0213387;51,0788487
"24874";1241;"";"";"Boles³awa Krzywoustego  88 ";"bud.handlowo-uslugowe";"budowa instalacji zbiornikowej gazu p³ynnego i wewn.inst.gazowej dla bud. warsztatu samochodowego";"przy³¹cze";"2015-11-12";"37435/15";"2434/16";"2016-05-24";2015;11;"2015-11-01";139;"2015_11";"Jesieñ";17,0796968;51,1393209
"24875";1242;"";"";"£ukasiñskiego Waleriana  10  ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu na mieszkanie";"przebudowa";"2016-03-18";"8682/16";"2436/16";"2016-05-24";2016;3;"2016-03-01";48;"2016_03";"Wiosna";17,0502546;51,10169
"24876";1243;"";"";"Ofiar Oœwiêcimskich  46  ";"bud.o trzech i wiêcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2016-04-25";"13200/16";"2437/16";"2016-05-24";2016;4;"2016-04-01";22;"2016_04";"Wiosna";17,036095;51,107816
"24877";1244;"";"";"Jednoœci Narodowej 107 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-04-06";"10831/16";"2438/16";"2016-05-24";2016;4;"2016-04-01";35;"2016_04";"Wiosna";17,0446551;51,1230857
"24878";1245;"";"";"Pszczelarska 11B ";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2016-03-18";"8735/16";"2443/16";"2016-05-24";2016;3;"2016-03-01";48;"2016_03";"Wiosna";17,022364;51,05835
"24879";1246;"";"";"Conrada-Korzeniowskiego Józefa Wyb.  12 ";"bud.o trzech i wiêcej mieszkaniach";"odmowa";"remont";"2016-02-18";"4998/16";"2444/16";"2016-05-24";2016;2;"2016-02-01";69;"2016_02";"Zima";17,0340759;51,1300411
"24880";1247;"";"";"Gazowa  3  ";"ulice i drogi pozosta³e";"budowa elementów zagospodarowania terenu";"nowe";"2016-04-05";"10789/16";"2447/16";"2016-05-25";2016;4;"2016-04-01";37;"2016_04";"Wiosna";17,0677261;51,0780026
"24881";1248;"";"";"Kminkowa  ";"bud.mieszkalne jednorodzinne";"umarzam postêpowanie";"nowe";"2016-02-12";"4392/16";"2448/16";"2016-05-25";2016;2;"2016-02-01";74;"2016_02";"Zima";17,0009094;51,1783728
"24882";1249;"";"";"Worcella Stanis³awa 6  ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie postêpowania";"przebudowa";"2016-03-02";"6567/16";"2450/16";"2016-05-25";2016;3;"2016-03-01";61;"2016_03";"Wiosna";17,0434414;51,104682
"24883";1250;"";"";"Wróblewskiego Zygmunta  ";"linie elektroener.i telekom.rozdzielcz.";"budowa odcinka linii kablowej";"nowe";"2016-03-30";"9908/16";"2452/16";"2016-05-25";2016;3;"2016-03-01";41;"2016_03";"Wiosna";17,078822;51,10507
"24884";1251;"";"";"Ratyñska  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego w zabudowie zagrodowej";"nowe";"2016-03-23";"9247/16";"2453/16";"2016-05-25";2016;3;"2016-03-01";46;"2016_03";"Wiosna";16,8577192;51,1366502
"24885";1252;"";"";"Osolska 2 ";"bud.mieszkalne jednorodzinne";"rozbudowa budynku mieszkalnego jednorodzinnego/dobudowa/ gara¿u z pom.gospodarczymi";"rozbudowa";"2016-04-11";"11332/16";"2455/16";"2016-05-25";2016;4;"2016-04-01";33;"2016_04";"Wiosna";17,038155;51,1637909
"24886";1253;"";"";"Kamieñskiego Henryka Micha³a 242A ";"bud.mieszkalne jednorodzinne";"monta¿ instalacji gazowej dla budynku mieszkalnego";"inst.wewnêtrzna";"2016-03-23";"9162/16";"2456/16";"2016-05-25";2016;3;"2016-03-01";46;"2016_03";"Wiosna";17,0443659;51,1592579
"24887";1254;"";"";"Staroœciñska  2 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokali mieszkalnych-wydzielenie pom.sanitarnych/³azienek z w.c/ wraz z wykonaniem instalacji";"przebudowa";"2016-03-25";"9626/16";"2457/16";"2016-05-25";2016;3;"2016-03-01";44;"2016_03";"Wiosna";17,046801;51,162836
"24888";1255;"";"";"Œwistackiego Stacha  16 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-05-06";"14521/16";"2459/16";"2016-05-25";2016;5;"2016-05-01";14;"2016_05";"Wiosna";17,0506957;51,0977487
"24889";1256;"";"";"Granitowa  ";"bud.o dwóch mieszkaniach";"budowa zespo³u 14 jednorodzinnych domów mieszkalnych w zabudowie szeregowej o dwóch lokalach mieszkalnych";"nowe";"2016-03-23";"9107/16";"2460/16";"2016-05-25";2016;3;"2016-03-01";46;"2016_03";"Wiosna";17,0408566;51,0666802
"24890";1257;"";"";"¯urawinowa  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego z wy³¹czeniem przy³¹cza gazu i wodoci¹gowego.";"nowe";"2016-03-23";"9243/16";"2461/16";"2016-05-25";2016;3;"2016-03-01";46;"2016_03";"Wiosna";16,9230384;51,1160992
"24891";1258;"";"";"¯urawinowa  ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego z wy³¹czeniem przy³¹cza gazu i wodoci¹gowego.";"nowe";"2016-03-23";"9242/16";"2464/16";"2016-05-25";2016;3;"2016-03-01";46;"2016_03";"Wiosna";16,9230384;51,1160992
"24892";1259;"";"";"Graniczna  ";"ulice i drogi pozosta³e";"budowa parkingu zachodniego na 138 samochodów osobowych przy porcie lotniczym.";"nowe";"2016-03-31";"10125/16";"2465/16";"2016-05-25";2016;3;"2016-03-01";40;"2016_03";"Wiosna";16,9142661;51,1086735
"24893";1260;"";"";"Chwa³kowska  ";"ulice i drogi pozosta³e";"odmowa";"przebudowa";"2016-03-24";"9277/16";"2466/16";"2016-05-25";2016;3;"2016-03-01";45;"2016_03";"Wiosna";16,9099037;51,1587489
"24894";1261;"";"";"Graniczna  ";"ulice i drogi pozosta³e";"budowa parkingu wschodniego na 81 samochodów osobowych przy porcie lotniczym.";"nowe";"2016-03-31";"10126/16";"2467/16";"2016-05-25";2016;3;"2016-03-01";40;"2016_03";"Wiosna";16,9142661;51,1086735
"24895";1262;"";"";"Agrestowa  ";"linie elektroener.i telekom.rozdzielcz.";"budowa stacji kontenerowej";"nowe";"2016-03-24";"9377/16";"2473/16";"2016-05-25";2016;3;"2016-03-01";45;"2016_03";"Wiosna";17,0170834;51,0643065
